Estación,Variable,Mes,Valor,provincia,altura,nro,oaci,latitud,longitud,region
iguazu_aero,velocidad_viento_kmh,ene,9.1,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,NEA
iguazu_aero,nubosidad_octavos,ene,3.9,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,NEA
iguazu_aero,precipitacion_mm,ene,180.1,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,NEA
iguazu_aero,frecuencia_dias_precipitacion_gt_1mm,ene,9.3,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,NEA
tucuman_aero,temperatura_c,ene,25.3,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,temperatura_maxima_c,ene,31.3,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,temperatura_minima_c,ene,20.3,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,humedad_relativa_porcentaje,ene,65.2,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,velocidad_viento_kmh,ene,9.2,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,nubosidad_octavos,ene,4.0,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,precipitacion_mm,ene,139.3,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
tucuman_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.8,TUCUMAN,450.0,87121.0,SANT,-26.833333333333332,-65.1,NOA
santiago_del_estero_aero,temperatura_c,ene,27.0,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,temperatura_maxima_c,ene,34.2,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,temperatura_minima_c,ene,20.7,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,humedad_relativa_porcentaje,ene,65.2,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,velocidad_viento_kmh,ene,9.2,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,nubosidad_octavos,ene,4.0,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,precipitacion_mm,ene,139.3,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
santiago_del_estero_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.8,SANTIAGO DEL ES,199.0,87129.0,SANE,-27.75,-64.28333333333333,NOA
presidencia_roque_saenz_pena_a,temperatura_c,ene,27.1,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,temperatura_maxima_c,ene,33.8,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,temperatura_minima_c,ene,,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,humedad_relativa_porcentaje,ene,71.1,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,velocidad_viento_kmh,ene,,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,nubosidad_octavos,ene,3.6,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,precipitacion_mm,ene,164.3,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
presidencia_roque_saenz_pena_a,frecuencia_dias_precipitacion_gt_1mm,ene,7.6,CHACO,93.0,87148.0,SARS,-26.733333333333334,-60.483333333333334,NEA
resistencia_aero,temperatura_c,ene,26.9,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,temperatura_maxima_c,ene,33.4,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,temperatura_minima_c,ene,21.2,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,humedad_relativa_porcentaje,ene,71.5,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,velocidad_viento_kmh,ene,,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,nubosidad_octavos,ene,3.7,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,precipitacion_mm,ene,179.9,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
resistencia_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.3,CHACO,52.0,87155.0,SARE,-27.433333333333334,-59.03333333333333,NEA
formosa_aero,temperatura_c,ene,27.7,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,temperatura_maxima_c,ene,34.1,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,temperatura_minima_c,ene,22.5,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,humedad_relativa_porcentaje,ene,71.5,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,velocidad_viento_kmh,ene,12.4,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,nubosidad_octavos,ene,4.0,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,precipitacion_mm,ene,163.5,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
formosa_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.6,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,NEA
bernardo_de_irigoyen_aero,temperatura_c,ene,22.9,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,temperatura_maxima_c,ene,28.1,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,temperatura_minima_c,ene,19.0,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,humedad_relativa_porcentaje,ene,77.6,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,velocidad_viento_kmh,ene,,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,nubosidad_octavos,ene,5.3,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,precipitacion_mm,ene,207.1,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
bernardo_de_irigoyen_aero,frecuencia_dias_precipitacion_gt_1mm,ene,11.9,MISIONES,815.0,87163.0,SATI,-26.266666666666666,-53.666666666666664,NEA
corrientes_aero,temperatura_c,ene,26.9,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,temperatura_maxima_c,ene,33.0,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,temperatura_minima_c,ene,21.6,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,humedad_relativa_porcentaje,ene,71.6,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,velocidad_viento_kmh,ene,11.6,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,nubosidad_octavos,ene,3.5,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,precipitacion_mm,ene,179.5,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
corrientes_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.6,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,NEA
posadas_aero,temperatura_c,ene,27.2,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,temperatura_maxima_c,ene,33.0,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,temperatura_minima_c,ene,22.1,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,humedad_relativa_porcentaje,ene,68.1,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,velocidad_viento_kmh,ene,9.8,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,nubosidad_octavos,ene,3.4,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,precipitacion_mm,ene,168.7,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
posadas_aero,frecuencia_dias_precipitacion_gt_1mm,ene,8.1,MISIONES,125.0,87178.0,SARP,-27.383333333333333,-55.96666666666667,NEA
obera,temperatura_c,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,temperatura_maxima_c,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,temperatura_minima_c,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,humedad_relativa_porcentaje,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,velocidad_viento_kmh,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,nubosidad_octavos,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,precipitacion_mm,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
obera,frecuencia_dias_precipitacion_gt_1mm,ene,,MISIONES,303.0,87187.0,SATO,-27.483333333333334,-55.11666666666667,NEA
tinogasta,temperatura_c,ene,25.9,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,temperatura_maxima_c,ene,33.8,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,temperatura_minima_c,ene,18.9,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,humedad_relativa_porcentaje,ene,55.5,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,velocidad_viento_kmh,ene,,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,nubosidad_octavos,ene,4.3,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,precipitacion_mm,ene,37.4,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
tinogasta,frecuencia_dias_precipitacion_gt_1mm,ene,4.8,CATAMARCA,1201.0,87211.0,SANI,-28.066666666666666,-67.55,NOA
chilecito_aero,temperatura_c,ene,25.7,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,temperatura_maxima_c,ene,33.7,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,temperatura_minima_c,ene,19.1,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,humedad_relativa_porcentaje,ene,59.3,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,velocidad_viento_kmh,ene,,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,nubosidad_octavos,ene,3.6,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,precipitacion_mm,ene,,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
chilecito_aero,frecuencia_dias_precipitacion_gt_1mm,ene,,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,NOA
la_rioja_aero,temperatura_c,ene,27.6,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,temperatura_maxima_c,ene,35.2,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,temperatura_minima_c,ene,21.5,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,humedad_relativa_porcentaje,ene,59.9,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,velocidad_viento_kmh,ene,,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,nubosidad_octavos,ene,3.9,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,precipitacion_mm,ene,90.3,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
la_rioja_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.1,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,NOA
catamarca_aero,temperatura_c,ene,27.8,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,temperatura_maxima_c,ene,34.5,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,temperatura_minima_c,ene,21.9,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,humedad_relativa_porcentaje,ene,55.0,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,velocidad_viento_kmh,ene,22.0,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,nubosidad_octavos,ene,3.5,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,precipitacion_mm,ene,80.9,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
catamarca_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.0,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,NOA
villa_de_maria_del_rio_seco,temperatura_c,ene,24.5,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,temperatura_maxima_c,ene,31.8,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,temperatura_minima_c,ene,,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,humedad_relativa_porcentaje,ene,73.1,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,velocidad_viento_kmh,ene,6.4,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,nubosidad_octavos,ene,3.8,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,precipitacion_mm,ene,114.3,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
villa_de_maria_del_rio_seco,frecuencia_dias_precipitacion_gt_1mm,ene,7.8,CORDOBA,341.0,87244.0,SACV,-29.9,-63.71666666666667,Pampeana
ceres_aero,temperatura_c,ene,25.5,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,temperatura_maxima_c,ene,32.3,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,temperatura_minima_c,ene,19.4,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,humedad_relativa_porcentaje,ene,70.8,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,velocidad_viento_kmh,ene,,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,nubosidad_octavos,ene,3.2,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,precipitacion_mm,ene,140.0,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
ceres_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.0,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Pampeana
reconquista_aero,temperatura_c,ene,26.4,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,temperatura_maxima_c,ene,32.4,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,temperatura_minima_c,ene,21.0,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,humedad_relativa_porcentaje,ene,70.1,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,velocidad_viento_kmh,ene,12.3,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,nubosidad_octavos,ene,3.3,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,precipitacion_mm,ene,150.9,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
reconquista_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.8,SANTA FE,53.0,87270.0,SATR,-29.2,-59.68333333333333,Pampeana
paso_de_los_libres_aero,temperatura_c,ene,26.0,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,temperatura_maxima_c,ene,32.2,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,temperatura_minima_c,ene,20.6,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,humedad_relativa_porcentaje,ene,69.7,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,velocidad_viento_kmh,ene,16.5,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,nubosidad_octavos,ene,3.7,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,precipitacion_mm,ene,143.9,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
paso_de_los_libres_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.9,CORRIENTES,70.0,87289.0,SARL,-29.683333333333334,-57.13333333333333,NEA
jachal,temperatura_c,ene,25.4,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Cuyo
jachal,temperatura_maxima_c,ene,32.9,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Cuyo
jachal,temperatura_minima_c,ene,16.6,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Cuyo
jachal,humedad_relativa_porcentaje,ene,53.4,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Cuyo
jachal,velocidad_viento_kmh,ene,,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Cuyo
