Estación,Variable,Mes,Valor,provincia,altura,nro,oaci,latitud,longitud,region
mendoza_aero,humedad_relativa_porcentaje,mar,59.7,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Cuyo
mendoza_aero,velocidad_viento_kmh,mar,,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Cuyo
mendoza_aero,nubosidad_octavos,mar,3.2,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Cuyo
mendoza_aero,precipitacion_mm,mar,31.6,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Cuyo
mendoza_aero,frecuencia_dias_precipitacion_gt_1mm,mar,3.4,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Cuyo
mendoza_observatorio,temperatura_c,mar,20.2,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,temperatura_maxima_c,mar,26.5,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,temperatura_minima_c,mar,15.0,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,humedad_relativa_porcentaje,mar,64.1,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,velocidad_viento_kmh,mar,,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,nubosidad_octavos,mar,3.2,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,precipitacion_mm,mar,35.7,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
mendoza_observatorio,frecuencia_dias_precipitacion_gt_1mm,mar,4.3,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Cuyo
san_luis_aero,temperatura_c,mar,21.1,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,temperatura_maxima_c,mar,27.6,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,temperatura_minima_c,mar,15.5,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,humedad_relativa_porcentaje,mar,62.7,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,velocidad_viento_kmh,mar,14.5,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,nubosidad_octavos,mar,3.2,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,precipitacion_mm,mar,92.1,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
san_luis_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.8,SAN LUIS,713.0,87436.0,SAOU,-33.266666666666666,-66.35,Cuyo
villa_reynolds_aero,temperatura_c,mar,19.5,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,temperatura_maxima_c,mar,28.0,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,temperatura_minima_c,mar,12.6,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,humedad_relativa_porcentaje,mar,75.1,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,velocidad_viento_kmh,mar,9.2,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,nubosidad_octavos,mar,3.4,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,precipitacion_mm,mar,96.2,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
villa_reynolds_aero,frecuencia_dias_precipitacion_gt_1mm,mar,7.5,SAN LUIS,486.0,87448.0,SAOR,-33.71666666666667,-65.36666666666666,Cuyo
rio_cuarto_aero,temperatura_c,mar,20.0,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,temperatura_maxima_c,mar,26.3,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,temperatura_minima_c,mar,15.1,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,humedad_relativa_porcentaje,mar,72.8,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,velocidad_viento_kmh,mar,15.8,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,nubosidad_octavos,mar,3.2,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,precipitacion_mm,mar,102.0,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
rio_cuarto_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.8,CORDOBA,421.0,87453.0,SAOC,-33.083333333333336,-64.26666666666667,Pampeana
marcos_juarez_aero,temperatura_c,mar,20.6,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,temperatura_maxima_c,mar,27.9,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,temperatura_minima_c,mar,14.7,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,humedad_relativa_porcentaje,mar,78.1,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,velocidad_viento_kmh,mar,,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,nubosidad_octavos,mar,3.1,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,precipitacion_mm,mar,109.7,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
marcos_juarez_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.5,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Pampeana
venado_tuerto_aero,temperatura_c,mar,20.0,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,temperatura_maxima_c,mar,27.1,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,temperatura_minima_c,mar,14.0,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,humedad_relativa_porcentaje,mar,79.7,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,velocidad_viento_kmh,mar,,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,nubosidad_octavos,mar,2.9,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,precipitacion_mm,mar,122.4,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
venado_tuerto_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.4,SANTA FE,112.0,87468.0,SAFV,-33.666666666666664,-61.95,Pampeana
el_trebol,temperatura_c,mar,20.9,,,,,,,
el_trebol,temperatura_maxima_c,mar,27.9,,,,,,,
el_trebol,temperatura_minima_c,mar,14.8,,,,,,,
el_trebol,humedad_relativa_porcentaje,mar,75.7,,,,,,,
el_trebol,velocidad_viento_kmh,mar,8.6,,,,,,,
el_trebol,nubosidad_octavos,mar,3.2,,,,,,,
el_trebol,precipitacion_mm,mar,114.1,,,,,,,
el_trebol,frecuencia_dias_precipitacion_gt_1mm,mar,6.5,,,,,,,
rosario_aero,temperatura_c,mar,21.5,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,temperatura_maxima_c,mar,27.7,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,temperatura_minima_c,mar,16.0,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,humedad_relativa_porcentaje,mar,75.4,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,velocidad_viento_kmh,mar,10.5,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,nubosidad_octavos,mar,3.1,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,precipitacion_mm,mar,138.4,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
rosario_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.3,SANTA FE,25.0,87480.0,SAAR,-32.9,-60.766666666666666,Pampeana
gualeguaychu_aero,temperatura_c,mar,21.8,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,temperatura_maxima_c,mar,28.0,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,temperatura_minima_c,mar,16.3,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,humedad_relativa_porcentaje,mar,74.7,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,velocidad_viento_kmh,mar,10.3,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,nubosidad_octavos,mar,3.1,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,precipitacion_mm,mar,128.4,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
gualeguaychu_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.4,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,NEA
malargue_aero,temperatura_c,mar,16.4,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,temperatura_maxima_c,mar,25.0,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,temperatura_minima_c,mar,8.9,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,humedad_relativa_porcentaje,mar,55.4,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,velocidad_viento_kmh,mar,8.8,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,nubosidad_octavos,mar,2.9,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,precipitacion_mm,mar,30.2,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,frecuencia_dias_precipitacion_gt_1mm,mar,3.2,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
san_rafael_aero,temperatura_c,mar,19.4,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,temperatura_maxima_c,mar,27.4,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,temperatura_minima_c,mar,12.9,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,humedad_relativa_porcentaje,mar,61.3,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,velocidad_viento_kmh,mar,9.4,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,nubosidad_octavos,mar,2.6,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,precipitacion_mm,mar,40.2,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,frecuencia_dias_precipitacion_gt_1mm,mar,3.7,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
general_pico_aero,temperatura_c,mar,20.2,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,temperatura_maxima_c,mar,27.4,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,temperatura_minima_c,mar,14.4,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,humedad_relativa_porcentaje,mar,71.2,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,velocidad_viento_kmh,mar,,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,nubosidad_octavos,mar,3.1,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,precipitacion_mm,mar,130.6,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
general_pico_aero,frecuencia_dias_precipitacion_gt_1mm,mar,7.4,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Pampeana
laboulaye_aero,temperatura_c,mar,19.9,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,temperatura_maxima_c,mar,27.3,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,temperatura_minima_c,mar,14.2,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,humedad_relativa_porcentaje,mar,76.3,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,velocidad_viento_kmh,mar,8.3,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,nubosidad_octavos,mar,2.9,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,precipitacion_mm,mar,128.6,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.9,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
pehuajo_aero,temperatura_c,mar,19.4,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,temperatura_maxima_c,mar,26.5,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,temperatura_minima_c,mar,13.3,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,humedad_relativa_porcentaje,mar,75.8,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,velocidad_viento_kmh,mar,,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,nubosidad_octavos,mar,3.3,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,precipitacion_mm,mar,128.6,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
pehuajo_aero,frecuencia_dias_precipitacion_gt_1mm,mar,7.2,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,Pampeana
junin_aero,temperatura_c,mar,19.7,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,temperatura_maxima_c,mar,26.9,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,temperatura_minima_c,mar,13.8,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,humedad_relativa_porcentaje,mar,75.9,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,velocidad_viento_kmh,mar,12.8,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,nubosidad_octavos,mar,3.1,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,precipitacion_mm,mar,128.3,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
junin_aero,frecuencia_dias_precipitacion_gt_1mm,mar,7.0,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Pampeana
nueve_de_julio,temperatura_c,mar,19.8,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,temperatura_maxima_c,mar,27.0,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,temperatura_minima_c,mar,14.2,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,humedad_relativa_porcentaje,mar,72.8,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,velocidad_viento_kmh,mar,7.3,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,nubosidad_octavos,mar,3.2,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,precipitacion_mm,mar,139.4,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
nueve_de_julio,frecuencia_dias_precipitacion_gt_1mm,mar,7.2,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Pampeana
san_fernando_aero,temperatura_c,mar,21.5,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,temperatura_maxima_c,mar,26.2,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,temperatura_minima_c,mar,16.7,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,humedad_relativa_porcentaje,mar,73.6,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,velocidad_viento_kmh,mar,10.6,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,nubosidad_octavos,mar,3.0,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,precipitacion_mm,mar,119.2,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
san_fernando_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.0,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,Pampeana
las_flores,temperatura_c,mar,19.4,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,temperatura_maxima_c,mar,26.2,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,temperatura_minima_c,mar,13.0,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,humedad_relativa_porcentaje,mar,77.4,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,velocidad_viento_kmh,mar,,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,nubosidad_octavos,mar,3.5,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,precipitacion_mm,mar,118.8,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
las_flores,frecuencia_dias_precipitacion_gt_1mm,mar,6.4,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Pampeana
san_miguel,temperatura_c,mar,21.0,,,,,,,
san_miguel,temperatura_maxima_c,mar,26.9,,,,,,,
san_miguel,temperatura_minima_c,mar,16.0,,,,,,,
san_miguel,humedad_relativa_porcentaje,mar,75.8,,,,,,,
san_miguel,velocidad_viento_kmh,mar,,,,,,,,
san_miguel,nubosidad_octavos,mar,3.4,,,,,,,
san_miguel,precipitacion_mm,mar,95.4,,,,,,,
san_miguel,frecuencia_dias_precipitacion_gt_1mm,mar,6.5,,,,,,,
el_palomar_aero,temperatura_c,mar,21.0,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,temperatura_maxima_c,mar,,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,temperatura_minima_c,mar,,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,humedad_relativa_porcentaje,mar,74.7,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,velocidad_viento_kmh,mar,10.2,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,nubosidad_octavos,mar,3.2,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,precipitacion_mm,mar,104.3,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
el_palomar_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.0,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Pampeana
ezeiza_aero,temperatura_c,mar,21.0,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,temperatura_maxima_c,mar,26.8,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,temperatura_minima_c,mar,15.4,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,humedad_relativa_porcentaje,mar,74.2,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,velocidad_viento_kmh,mar,11.2,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,nubosidad_octavos,mar,3.4,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,precipitacion_mm,mar,100.1,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
ezeiza_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.0,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Pampeana
aeroparque_aero,temperatura_c,mar,22.0,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,temperatura_maxima_c,mar,25.5,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,temperatura_minima_c,mar,18.8,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,humedad_relativa_porcentaje,mar,71.3,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,velocidad_viento_kmh,mar,14.9,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,nubosidad_octavos,mar,3.1,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,precipitacion_mm,mar,111.8,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
aeroparque_aero,frecuencia_dias_precipitacion_gt_1mm,mar,5.9,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,Pampeana
buenos_aires_observatorio,temperatura_c,mar,22.0,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,temperatura_maxima_c,mar,27.0,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,temperatura_minima_c,mar,17.7,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,humedad_relativa_porcentaje,mar,72.0,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,velocidad_viento_kmh,mar,7.6,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,nubosidad_octavos,mar,3.2,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,precipitacion_mm,mar,120.0,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
buenos_aires_observatorio,frecuencia_dias_precipitacion_gt_1mm,mar,6.7,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Pampeana
la_plata_aero,temperatura_c,mar,20.2,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,temperatura_maxima_c,mar,25.8,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,temperatura_minima_c,mar,15.2,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,humedad_relativa_porcentaje,mar,79.1,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,velocidad_viento_kmh,mar,,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,nubosidad_octavos,mar,3.1,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,precipitacion_mm,mar,106.5,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
la_plata_aero,frecuencia_dias_precipitacion_gt_1mm,mar,6.3,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Pampeana
punta_indio_ba,temperatura_c,mar,20.4,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
punta_indio_ba,temperatura_maxima_c,mar,25.2,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
punta_indio_ba,temperatura_minima_c,mar,16.0,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
punta_indio_ba,humedad_relativa_porcentaje,mar,81.7,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
punta_indio_ba,velocidad_viento_kmh,mar,,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
punta_indio_ba,nubosidad_octavos,mar,3.4,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,Pampeana
