estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
bernardo_de_irigoyen_aero,MISIONES,NEA,SATI,-26.2667,-53.6667,815.0,87163.0,5.5,0.18660820846831944,12.0,9.433333333333334,6.5,1.7603374332178134,113.2,12.399999999999991,0.05048702460465631,79.8,75.45833333333333,67.4,3.8096667316263573,905.5,1.2999999999999998,0.07965392376103207,5.3,4.741666666666666,4.0,0.3776923551668937,56.9,171.49999999999997,0.21953302347046122,277.9,187.46666666666667,106.4,41.15512413326246,2249.6,7.999999999999998,0.15350695303358194,22.9,19.275000000000002,14.9,2.958846519722292,231.3,8.8,0.13252959964234173,28.1,24.224999999999998,19.3,3.2105295513357284,290.7,7.800000000000001,0.18190608936250963,19.0,15.383333333333333,11.2,2.7983220080266062,184.6
bolivar_aero,BUENOS AIRES,Pampeana,SAZI,-36.1833,-61.0667,94.0,87640.0,4.5,0.27197075036445256,8.0,5.833333333333333,3.5,1.5864960437926399,70.0,15.799999999999997,0.06878166618729982,81.8,74.78333333333333,66.0,5.143722269706905,897.4,0.9000000000000004,0.09767290293952931,4.2,3.7416666666666667,3.3,0.3654594451654055,44.9,97.6,0.4085587252242677,133.0,84.84166666666667,35.4,34.66280317923558,1018.1,15.0,0.3555600124830326,22.3,14.991666666666667,7.3,5.330437187141464,179.9,15.8,0.2563630811509455,29.6,21.933333333333334,13.8,5.622896913244071,263.2,13.0,0.5248858520899254,15.0,8.758333333333333,2.0,4.597125254554263,105.1
buenos_aires_observatorio,CAPITAL FEDERAL,Pampeana,SABA,-34.5833,-58.4833,25.0,87585.0,3.0,0.163991319840772,7.9,6.375,4.9,1.0454446639849215,76.5,15.900000000000006,0.07575361787957233,78.7,71.23333333333333,62.8,5.396182713621536,854.8,1.0999999999999996,0.11524786127079789,4.3,3.7083333333333335,3.2,0.4273774855458755,44.5,72.9,0.25532254389659487,134.4,104.8,61.5,26.757802600363142,1257.6,13.899999999999999,0.2723628832610453,24.9,18.083333333333332,11.0,4.925228805637236,217.0,14.600000000000001,0.22581589427787166,30.1,22.974999999999998,15.5,5.188120171034101,275.7,12.7,0.3275312272135215,20.2,13.825000000000001,7.5,4.528119216226935,165.9
catamarca_aero,CATAMARCA,NOA,SANC,-28.5833,-65.75,464.0,87222.0,6.4,0.6423855497576274,7.0,3.516666666666667,0.6,2.25905584998099,42.2,26.0,0.16787653245209208,66.5,54.71666666666667,40.5,9.185644267336972,656.6,1.1,0.12606560269914763,3.5,3.1,2.4,0.39080336836735763,37.2,78.0,0.8654077433620703,80.9,34.25833333333333,2.9,29.64742694134559,411.1,16.1,0.27922898593381895,27.8,21.041666666666668,11.7,5.875443245690774,252.5,14.400000000000002,0.1859154203704819,34.6,28.375,20.2,5.275350053012423,340.5,17.4,0.43520722464809775,21.9,14.583333333333334,4.5,6.346772026118092,175.0
ceres_aero,SANTA FE,Pampeana,SANW,-29.8667,-61.9333,88.0,87257.0,6.1000000000000005,0.4818678173951759,7.4,4.825,1.3,2.325012218931724,57.9,14.599999999999994,0.07204613831843285,80.8,73.2,66.2,5.273777324909284,878.4,1.0999999999999996,0.10991981506694251,4.1,3.4333333333333336,3.0,0.37739136506316934,41.2,138.9,0.6840932300342458,147.3,78.60000000000001,8.4,53.769727880691725,943.2,13.9,0.2565559140457964,25.5,19.075,11.6,4.893804060423566,228.9,13.199999999999996,0.17964999819099234,32.3,26.099999999999998,19.1,4.6888649527849,313.2,13.299999999999999,0.35420568237404887,19.4,13.25,6.1,4.693225291456147,159.0
chamical_aero,LA RIOJA,NOA,SACT,-30.3333,-66.2833,461.0,87320.0,5.3999999999999995,0.6835393073912958,5.8,3.0416666666666665,0.4,2.0790987266485246,36.5,23.799999999999997,0.1498438217081341,70.3,58.71666666666667,46.5,8.79832973129594,704.6,1.6999999999999997,0.17143720788812788,3.9,3.225,2.2,0.5528849954392124,38.7,90.7,0.9321234777072159,93.4,38.34166666666667,2.7,35.73916767442417,460.1,16.0,0.2894890925117061,27.0,19.875,11.0,5.753595713670159,238.5,15.199999999999996,0.20883744473258312,33.8,26.875,18.6,5.612506327188171,322.5,15.600000000000001,0.4042514824863823,20.6,13.741666666666667,5.0,5.555089121833704,164.9
chilecito_aero,LA RIOJA,NOA,SANO,-29.2167,-67.4333,947.0,87213.0,4.5600000000000005,0.8585019935184844,4.86,2.0216666666666665,0.3,1.7356048635632026,24.259999999999998,17.5,0.09892311681913489,68.5,59.423333333333325,51.0,5.878341345115725,713.0799999999999,1.7000000000000002,0.21130746085324326,3.6,2.8166666666666664,1.9,0.5951826814033018,33.8,51.739999999999995,1.0651740998981574,52.94,17.18166666666667,1.2,18.301466326416843,206.18,16.2,0.31759467171580813,25.7,18.591666666666665,9.5,5.9046142716497325,223.1,15.700000000000003,0.2193563062359628,33.7,26.59166666666667,18.0,5.833049776657978,319.1,17.6,0.5755076416590756,19.1,11.216666666666667,1.5,6.4552773806092985,134.6
comodoro_rivadavia_aero,CHUBUT,Patagonia,SAVC,-45.7833,-67.45,46.0,87860.0,2.6,0.2660223493420864,4.2,2.891666666666667,1.6,0.7692479601808666,34.7,20.0,0.14405857154871357,59.0,49.333333333333336,39.0,7.106889529736536,592.0,0.40000000000000036,0.036180751076749444,4.5,4.383333333333334,4.1,0.15859229221975174,52.6,26.500000000000004,0.41799352871829476,37.2,21.508333333333336,10.7,8.990344146849324,258.1,13.100000000000001,0.3548465506370968,19.8,13.174999999999999,6.7,4.67510330464375,158.1,15.3,0.2951754548325079,26.3,18.691666666666666,11.0,5.5173212099109605,224.3,10.8,0.48254691426532104,13.5,8.008333333333333,2.7,3.8643965384081125,96.1
concordia_aero,ENTRE RIOS,NEA,SAAC,-31.3,-58.0,37.0,87395.0,3.8,0.18341682084982222,8.1,6.416666666666667,4.3,1.176924600453026,77.0,17.0,0.08031268325674679,81.6,73.0,64.6,5.862825877742515,876.0,1.1,0.11516573633572208,4.0,3.341666666666667,2.9,0.38484550225520464,40.1,117.89999999999999,0.31009556561925,173.2,122.33333333333333,55.3,37.93502419408825,1468.0,13.500000000000002,0.25133665244736103,25.6,18.95,12.1,4.762829563877491,227.4,14.099999999999998,0.1996684015850149,31.9,24.883333333333336,17.8,4.968415392773788,298.6,12.1,0.3177018326940817,19.5,13.549999999999999,7.4,4.304859833004807,162.6
cordoba_aero,CORDOBA,Pampeana,SACO,-31.2833,-64.2,495.0,87344.0,7.8999999999999995,0.6189659462919307,8.6,5.008333333333334,0.7,3.0999877810120866,60.1,20.099999999999994,0.10934371214025383,75.1,65.98333333333333,55.0,7.214862606054416,791.8,1.2999999999999998,0.0914717959163945,4.3,3.6999999999999997,3.0,0.3384456448906596,44.4,140.5,0.7694068784675836,146.5,71.35833333333333,6.0,54.90359250264932,856.3,13.7,0.28093766460511277,23.5,17.258333333333333,9.8,4.848515861643238,207.1,12.2,0.1770073031688009,29.9,24.391666666666666,17.7,4.317503136459002,292.7,13.8,0.44450791526185746,17.5,11.15,3.7,4.956263255169711,133.8
cordoba_observatorio,CORDOBA,Pampeana,SACK,-31.4167,-64.1833,425.0,87345.0,8.6,0.6122036924958889,9.6,5.325,1.0,3.2599846625406084,63.9,17.89999999999999,0.1017887371725766,73.6,65.14999999999999,55.7,6.631536226793364,781.8,1.2999999999999998,0.09611308122927895,4.1,3.516666666666667,2.8,0.337997668989631,42.2,137.20000000000002,0.7616628669256827,143.9,67.96666666666667,6.7,51.76768618871557,815.6,13.899999999999999,0.269080338882803,24.7,18.383333333333333,10.8,4.946593563128862,220.6,12.8,0.17943644579101642,31.2,25.34166666666667,18.4,4.547218597087341,304.1,13.399999999999999,0.3763145844329676,18.9,12.75,5.5,4.798010951520337,153.0
