estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
estacion_virtual_1127,Santa Fe,Pampeana,VIRTUAL,-28.0,-61.5,71.0,,9.15,0.4058304492655827,12.0,8.375,2.85,3.398830012599255,100.5,20.460199999999993,0.10941190114635722,76.6462,65.565625,56.186,7.173659681099128,786.7875,1.3384999999999998,0.10381031983381883,4.7417,4.252675,3.4032,0.4414715518992855,51.0321,127.59960000000001,0.5857034080419745,142.4618,85.46033333333334,14.8622,50.054408485736495,1025.5240000000001,13.829400000000001,0.2350753675792274,27.9692,21.565708333333333,14.1398,5.069566813564741,258.7885,13.261099999999999,0.17161036950990924,34.9347,28.972075,21.6736,4.971908496218804,347.6649,13.4744,0.3192856989168137,21.514,15.174325000000001,8.0396,4.844944963215879,182.0919
estacion_virtual_1128,Santa Fe,Pampeana,VIRTUAL,-28.0,-61.0,62.0,,9.15,0.4058304492655827,12.0,8.375,2.85,3.398830012599255,100.5,20.460199999999993,0.10941190114635722,76.6462,65.565625,56.186,7.173659681099128,786.7875,1.4400999999999997,0.10892470292698969,4.699,4.11865,3.2589,0.4486227277102461,49.4238,127.59960000000001,0.5857034080419745,142.4618,85.46033333333334,14.8622,50.054408485736495,1025.5240000000001,13.829400000000001,0.2350753675792274,27.9692,21.565708333333333,14.1398,5.069566813564741,258.7885,13.261099999999999,0.17161036950990924,34.9347,28.972075,21.6736,4.971908496218804,347.6649,13.4744,0.3192856989168137,21.514,15.174325000000001,8.0396,4.844944963215879,182.0919
estacion_virtual_1129,Chaco,NEA,VIRTUAL,-28.0,-60.5,54.0,,9.149999999999999,0.39029503174432095,12.35,8.65,3.2,3.3760520245883763,103.8,19.328400000000002,0.09817196604386393,78.8708,68.07071666666667,59.5424,6.682636085181483,816.8486,1.4400999999999997,0.10892470292698969,4.699,4.11865,3.2589,0.4486227277102461,49.4238,134.56040000000002,0.554804087057664,153.024,93.0523,18.4636,51.62579635011587,1116.6276,13.6589,0.23269733003041163,27.7257,21.380358333333334,14.0668,4.975152299260128,256.5643,13.067900000000002,0.17034280956612882,34.5379,28.67549166666667,21.47,4.884663816190114,344.1059,13.2213,0.31373363202422017,21.3313,15.079149999999998,8.11,4.730836497338019,180.94979999999998
estacion_virtual_113,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-69.0,1456.0,,1.6500000000000004,0.08072067805528413,7.5,6.891666666666667,5.85,0.5563000062643331,82.7,2.230800000000002,0.007830586984254897,92.9064,91.643525,90.6756,0.7176225940562382,1099.7223,2.0911999999999997,0.12405442740936902,7.2512,6.003611111111111,5.16,0.7447745387774146,54.0325,8.104000000000003,0.1078857853872617,25.763,22.10014166666667,17.659,2.3842911408780805,265.2017,15.1579,-0.24765784597425602,-13.4382,-22.250541666666667,-28.5961,5.5105212209270995,-267.0065,14.1717,-0.26317077071439815,-11.2203,-19.5285,-25.392,5.139330395896125,-234.342,15.419699999999999,-0.22068894838984088,-16.323,-25.35036666666667,-31.7427,5.594545760963543,-304.2044
estacion_virtual_1130,Chaco,NEA,VIRTUAL,-28.0,-60.0,55.0,,8.25,0.3603365828333045,11.9,8.595833333333333,3.65,3.0973932099379464,103.15,17.297599999999996,0.08787599788541173,81.0089,70.74449166666666,63.7113,6.2167428001045275,848.9339,1.1833000000000005,0.0781054739272823,4.7175,4.088425,3.5342,0.3193283722411491,49.0611,153.5033,0.5142629839475018,177.8233,105.37643333333334,24.32,54.191199043744994,1264.5172,13.4353,0.23058890399616588,27.4181,21.131475,13.9828,4.872683660072379,253.5777,13.494700000000002,0.17454172363232773,35.0912,28.884075,21.5965,5.041476236025426,346.6089,12.701099999999999,0.3060580516315589,20.8223,14.821216666666666,8.1212,4.5361526958091885,177.8546
estacion_virtual_1131,Chaco,NEA,VIRTUAL,-28.0,-59.5,35.0,,8.0,0.35363967071091873,11.8,8.6125,3.8,3.0457216639977878,103.35000000000001,15.7701,0.08322777305865997,81.7409,71.557,65.9708,5.955529756758532,858.684,1.1833000000000005,0.0781054739272823,4.7175,4.088425,3.5342,0.3193283722411491,49.0611,155.4111,0.5047661003963411,181.4237,107.8504,26.0126,54.43922583418554,1294.2048,13.3757,0.22736558400392123,27.558,21.292766666666665,14.1823,4.841242328225894,255.51319999999998,13.2345,0.17358745847518575,34.488,28.38395,21.2535,4.927097741986748,340.6074,12.7387,0.2956565063461606,21.4271,15.365549999999999,8.6884,4.542924831087247,184.3866
estacion_virtual_1132,Chaco,NEA,VIRTUAL,-28.0,-59.0,59.0,,7.55,0.31324973150907526,12.25,9.129166666666666,4.7,2.8597090072349327,109.55,16.9559,0.08376098324037731,81.8548,71.41706666666667,64.8989,5.981963724143577,857.0048,1.0307000000000004,0.06921286490542188,4.7171,4.14905,3.6864,0.28716763713584065,49.7886,152.51229999999998,0.46543628766023515,186.273,114.559075,33.7607,53.31995058579046,1374.7089,13.412899999999999,0.22771860725843523,27.7062,21.41665,14.2933,4.876969710141367,256.9998,12.937999999999999,0.17365002875495672,33.5764,27.695899999999998,20.6384,4.809393831394406,332.3508,12.868900000000002,0.2929626623333393,21.9477,15.728183333333334,9.0788,4.607770463000188,188.7382
estacion_virtual_1133,Corrientes,NEA,VIRTUAL,-28.0,-58.5,47.0,,7.55,0.31324973150907526,12.25,9.129166666666666,4.7,2.8597090072349327,109.55,16.9559,0.08376098324037731,81.8548,71.41706666666667,64.8989,5.981963724143577,857.0048,1.0307000000000004,0.06921286490542188,4.7171,4.14905,3.6864,0.28716763713584065,49.7886,152.51229999999998,0.46543628766023515,186.273,114.559075,33.7607,53.31995058579046,1374.7089,13.412899999999999,0.22771860725843523,27.7062,21.41665,14.2933,4.876969710141367,256.9998,12.937999999999999,0.17365002875495672,33.5764,27.695899999999998,20.6384,4.809393831394406,332.3508,12.868900000000002,0.2929626623333393,21.9477,15.728183333333334,9.0788,4.607770463000188,188.7382
estacion_virtual_1134,Corrientes,NEA,VIRTUAL,-28.0,-58.0,93.0,,7.65,0.29555255588444573,12.55,9.308333333333334,4.9,2.751101707691049,111.7,17.1734,0.08378953346520533,82.5809,72.07670833333333,65.4075,6.039273764957677,864.9205,0.9061000000000003,0.05984981648502428,4.7263,4.217133333333334,3.8202,0.25239465609287876,50.6056,147.96980000000002,0.4500183232676384,184.489,116.05471666666666,36.5192,52.22674900163418,1392.6566,13.2239,0.2256261796433109,27.5272,21.342533333333336,14.3033,4.815434259910018,256.1104,12.739799999999999,0.17020268837463845,33.6376,27.914283333333334,20.8978,4.751086067384697,334.9714,12.6711,0.2928607035069967,21.6345,15.494616666666666,8.9634,4.537764337571236,185.9354
estacion_virtual_1135,Corrientes,NEA,VIRTUAL,-28.0,-57.5,65.0,,5.75,0.19145227776499898,13.5,10.987499999999999,7.75,2.1035819019429263,131.85,18.006600000000006,0.08598408532068454,84.8448,74.47100833333333,66.8382,6.403321534450742,893.6521,0.9061000000000003,0.05984981648502428,4.7263,4.217133333333334,3.8202,0.25239465609287876,50.6056,121.81720000000001,0.33802422874756727,182.8369,127.95469166666668,61.0197,43.251785965257774,1535.4563,13.378099999999998,0.2293219574825154,27.5295,21.197475,14.1514,4.8610464606866834,254.3697,13.139700000000001,0.1771039406467177,33.3673,27.37495,20.2276,4.848211520006864,328.4994,12.698699999999999,0.29178366953700435,21.8084,15.603733333333333,9.1097,4.552914570476872,187.2448
estacion_virtual_1136,Corrientes,NEA,VIRTUAL,-28.0,-57.0,67.0,,5.05,0.16785961915334144,13.0,10.654166666666667,7.95,1.788404359062892,127.85,17.862599999999986,0.08347682602161861,85.8658,76.11637499999999,68.0032,6.353953393271279,913.3965,0.7090000000000001,0.05891325771828132,4.6459,4.220083333333333,3.9369,0.24861885700929034,50.641,131.3506,0.30995206998397223,203.0264,135.70345,71.6758,42.061565231466474,1628.4414,13.3485,0.22890891556681262,27.5166,21.152808333333336,14.1681,4.842066416775971,253.83370000000002,13.351799999999997,0.18131429905260826,33.2949,27.147991666666666,19.9431,4.922319079727717,325.7759,12.5209,0.2869208585393706,21.804,15.646225,9.2831,4.489228309900164,187.75469999999999
estacion_virtual_1137,Corrientes,NEA,VIRTUAL,-28.0,-56.5,61.0,,4.950000000000001,0.15499015221453835,13.05,10.833333333333334,8.1,1.6790599823241654,130.0,16.478599999999986,0.07655055139423854,86.1509,77.06255,69.6723,5.899180694346077,924.7506,0.7090000000000001,0.05891325771828132,4.6459,4.220083333333333,3.9369,0.24861885700929034,50.641,132.77339999999998,0.2914294537486199,213.4016,142.182,80.6282,41.43602259288627,1706.184,12.802900000000001,0.22210965028545623,27.0119,20.913383333333332,14.209,4.645064258452355,250.9606,13.2182,0.18100413604779397,33.1958,27.05763333333333,19.9776,4.897543544997991,324.6916,11.873299999999999,0.2722992685879733,21.3417,15.542700000000002,9.4684,4.232265841882294,186.5124
estacion_virtual_1138,Corrientes,NEA,VIRTUAL,-28.0,-56.0,71.0,,4.950000000000001,0.15499015221453835,13.05,10.833333333333334,8.1,1.6790599823241654,130.0,16.478599999999986,0.07655055139423854,86.1509,77.06255,69.6723,5.899180694346077,924.7506,0.7460000000000004,0.058288519973333265,4.7666,4.381941666666667,4.0206,0.2554168943594813,52.5833,132.77339999999998,0.2914294537486199,213.4016,142.182,80.6282,41.43602259288627,1706.184,12.802900000000001,0.22210965028545623,27.0119,20.913383333333332,14.209,4.645064258452355,250.9606,13.2182,0.18100413604779397,33.1958,27.05763333333333,19.9776,4.897543544997991,324.6916,11.873299999999999,0.2722992685879733,21.3417,15.542700000000002,9.4684,4.232265841882294,186.5124
estacion_virtual_1139,Misiones,NEA,VIRTUAL,-28.0,-55.5,187.0,,4.800000000000001,0.15372072595056352,12.9,10.829166666666666,8.1,1.6646673614396439,129.95,15.308700000000002,0.06974204175885552,85.6581,77.4223,70.3494,5.399589279666641,929.0676000000001,0.7460000000000004,0.058288519973333265,4.7666,4.381941666666667,4.0206,0.2554168943594813,52.5833,127.5608,0.2717723957712168,215.559,144.34170833333334,87.9982,39.228091883460216,1732.1005,12.394900000000002,0.21744049344866914,26.635,20.746341666666666,14.2401,4.511094769254685,248.9561,12.561300000000003,0.17774513822300744,32.1619,26.317741666666667,19.6006,4.677850630259069,315.8129,11.613900000000001,0.26514516985031733,21.2223,15.587641666666665,9.6084,4.132987897274217,187.05169999999998
estacion_virtual_114,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-68.5,1409.0,,1.6500000000000004,0.08072067805528413,7.5,6.891666666666667,5.85,0.5563000062643331,82.7,2.230800000000002,0.007830586984254897,92.9064,91.643525,90.6756,0.7176225940562382,1099.7223,2.0911999999999997,0.12405442740936902,7.2512,6.003611111111111,5.16,0.7447745387774146,54.0325,8.104000000000003,0.1078857853872617,25.763,22.10014166666667,17.659,2.3842911408780805,265.2017,15.1579,-0.24765784597425602,-13.4382,-22.250541666666667,-28.5961,5.5105212209270995,-267.0065,14.1717,-0.26317077071439815,-11.2203,-19.5285,-25.392,5.139330395896125,-234.342,15.419699999999999,-0.22068894838984088,-16.323,-25.35036666666667,-31.7427,5.594545760963543,-304.2044
estacion_virtual_1140,Catamarca,NOA,VIRTUAL,-27.5,-68.5,4869.0,,5.8,0.7546620406097356,6.45,2.9916666666666667,0.65,2.2576972714907924,35.9,15.036200000000001,0.15511154581979858,41.0683,33.77795833333334,26.0321,5.239351331720082,405.3355,1.6599,0.20839898131629664,3.773,2.83855,2.1131,0.5915509284153738,34.0626,28.1735,0.7942041404027688,30.8825,13.484608333333334,2.709,10.709531770043013,161.8153,13.0168,-2.5248399364233385,4.6338,-1.8158333333333336,-8.383,4.584688517888713,-21.790000000000003,14.5121,0.8294983718636624,13.7125,6.413658333333333,-0.7996,5.32011914518981,76.9639,10.1658,-0.4122939232844221,-3.9284,-8.569358333333334,-14.0942,3.5330943672800568,-102.8323
estacion_virtual_1141,Catamarca,NOA,VIRTUAL,-27.5,-68.0,4270.0,,8.5,0.7540737239651422,9.3,4.441666666666666,0.8,3.349344123945173,53.3,36.2014,0.37838216163005967,56.7566,35.39055,20.5552,13.391152810276708,424.6866,1.8169,0.21323067043087762,3.8489,2.7276166666666666,2.032,0.581611530511769,32.7314,47.1048,0.8531960103704658,49.5922,20.75408333333333,2.4874,17.707301098896174,249.04899999999998,9.4675,0.8284213995816103,8.6478,4.258491666666667,-0.8197,3.527825626606625,51.1019,9.886800000000001,0.2843569944814243,17.2175,13.034816666666666,7.3307,3.706541290949711,156.4178,7.6906,-0.9651338950674019,1.5118,-2.68005,-6.1788,2.5866070954753906,-32.1606
estacion_virtual_1142,Catamarca,NOA,VIRTUAL,-27.5,-67.5,2036.0,,11.0,0.7052859860025721,11.95,6.008333333333333,0.95,4.23759329923212,72.1,35.3618,0.30000321868945895,62.3267,43.881541666666664,26.9649,13.164603741055604,526.5785,1.8169,0.21323067043087762,3.8489,2.7276166666666666,2.032,0.581611530511769,32.7314,85.0519,0.8682675404872414,87.8374,36.362825,2.7855,31.572660627917976,436.3539,9.9696,0.2921610508853719,17.2791,12.718808333333333,7.3095,3.7159404086762926,152.6257,7.744300000000003,0.13330034778497465,24.7997,21.52070833333333,17.0554,2.8687179054123355,258.2485,10.2749,0.6271743370116939,11.2047,6.001916666666666,0.9298,3.7642481062161024,72.023
estacion_virtual_1143,Catamarca,NOA,VIRTUAL,-27.5,-67.0,1481.0,,11.3,0.6895552191128764,12.25,6.304166666666667,0.95,4.347071027157425,75.65,31.6877,0.23127801365091746,65.5018,49.797875,33.8141,11.517153614036681,597.5745,1.8399999999999999,0.1917727018176668,3.9575,2.8844999999999996,2.1175,0.5531683583930599,34.614,109.1855,0.8593174151054023,112.6786,47.110600000000005,3.4931,40.48295901606457,565.3272000000001,10.74,0.2737854735588238,19.5439,14.645533333333333,8.8039,4.009734279188206,175.7464,8.390899999999998,0.1393033166440008,26.0663,22.378283333333332,17.6754,3.1173690891324988,268.5394,11.236,0.49591277425600583,13.7744,8.418966666666668,2.5384,4.175073116035505,101.0276
estacion_virtual_1144,Catamarca,NOA,VIRTUAL,-27.5,-66.5,1470.0,,12.100000000000001,0.6738994168768146,13.05,6.7,0.95,4.515126093074659,80.4,28.602899999999998,0.17440378673721058,73.1567,59.181891666666665,44.5538,10.321546012938033,710.1827,1.8399999999999999,0.1917727018176668,3.9575,2.8844999999999996,2.1175,0.5531683583930599,34.614,126.2723,0.8585557803080854,130.0649,54.766333333333336,3.7926,47.01995204961271,657.196,10.898000000000001,0.30192976870483834,18.4612,13.589833333333333,7.5632,4.103175235070635,163.078,9.138099999999998,0.16037041433153712,25.1664,21.274008333333335,16.0283,3.41172153090924,255.28810000000001,10.8964,0.5391211968134058,12.8933,7.636175000000001,1.9969,4.116823805076609,91.6341
estacion_virtual_1145,Catamarca,NOA,VIRTUAL,-27.5,-66.0,1773.0,,12.100000000000001,0.6738994168768146,13.05,6.7,0.95,4.515126093074659,80.4,28.602899999999998,0.17440378673721058,73.1567,59.181891666666665,44.5538,10.321546012938033,710.1827,2.1818999999999997,0.1583771379273836,5.5219,4.599525,3.34,0.728459605325449,55.1943,126.2723,0.8585557803080854,130.0649,54.766333333333336,3.7926,47.01995204961271,657.196,10.898000000000001,0.30192976870483834,18.4612,13.589833333333333,7.5632,4.103175235070635,163.078,9.138099999999998,0.16037041433153712,25.1664,21.274008333333335,16.0283,3.41172153090924,255.28810000000001,10.8964,0.5391211968134058,12.8933,7.636175000000001,1.9969,4.116823805076609,91.6341
estacion_virtual_1146,Tucumán,NOA,VIRTUAL,-27.5,-65.5,336.0,,12.1,0.6665208567495685,13.0,6.895833333333333,0.9,4.596216741335566,82.75,30.3089,0.1722937091202168,76.2586,62.97291666666666,45.9497,10.849837386618319,755.675,2.1818999999999997,0.1583771379273836,5.5219,4.599525,3.34,0.728459605325449,55.1943,145.2331,0.852264638046925,149.3307,63.35715833333333,4.0976,53.99706561464005,760.2859,12.631100000000002,0.25443497305301455,24.0466,18.60175,11.4155,4.732935759988913,223.221,11.479399999999998,0.17130634930759353,30.4438,25.480083333333337,18.9644,4.364900055886593,305.761,12.682400000000001,0.35922751408718323,18.658,12.920391666666667,5.9756,4.641360179449425,155.0447
estacion_virtual_1147,Tucumán,NOA,VIRTUAL,-27.5,-65.0,272.0,,12.5,0.6734649366321653,13.15,7.016666666666667,0.65,4.725478972035694,84.2,29.642799999999994,0.17706592432551213,72.3029,60.0349,42.6601,10.630135060289689,720.4188,2.0526999999999997,0.1576050899674116,4.8961,4.1257,2.8434,0.6502313196785501,49.5084,148.33239999999998,0.8484902549675724,151.646,65.38745833333333,3.3136,55.48062119293151,784.6495,13.8267,0.24021932944532917,27.5579,21.722174999999996,13.7312,5.218086312594092,260.6661,12.573800000000002,0.1654730326124368,34.34,29.032908333333335,21.7662,4.804163387475555,348.3949,13.941799999999999,0.33460901937494114,21.5171,15.415591666666666,7.5753,5.158196010667847,184.9871
estacion_virtual_1148,Santiago del Estero,NOA,VIRTUAL,-27.5,-63.5,151.0,,10.9,0.7088213124163477,11.35,5.9125000000000005,0.45,4.190906009661656,70.95,26.843299999999992,0.1676772855966887,67.5448,56.06901666666667,40.7015,9.401500520742166,672.8282,2.0048000000000004,0.16156615662498944,4.9949,4.152175,2.9901,0.6708509563843654,49.8261,133.1873,0.8303387967354505,134.9348,61.09963333333334,1.7475,50.733396022977225,733.1956,14.0254,0.23037001409536847,28.7777,22.784675000000004,14.7523,5.24890590090839,273.41610000000003,12.706199999999999,0.16049910613613483,35.7487,30.41886666666667,23.0425,4.882200909674268,365.0264,14.200399999999998,0.3258386803549554,22.1605,15.963241666666667,7.9601,5.201441598853905,191.5589
estacion_virtual_1149,Santiago del Estero,NOA,VIRTUAL,-27.5,-63.0,150.0,,11.299999999999999,0.6330081854840975,12.1,6.887499999999999,0.8,4.359843877521722,82.64999999999999,25.164699999999996,0.15281012351507547,67.4914,56.277475,42.3267,8.599767905866573,675.3297,1.5711999999999997,0.12006590866970142,4.9838,4.338766666666666,3.4126,0.5209379623391448,52.0652,125.1141,0.7912133820697492,127.8369,59.85945,2.7228,47.36159788333505,718.3134,13.5369,0.22214983668323607,28.7135,22.807108333333332,15.1766,5.066595391466872,273.6853,12.4252,0.1560218789983355,35.6779,30.394841666666668,23.2527,4.742260308690233,364.73810000000003,13.741,0.3120213730813499,22.1615,16.061341666666667,8.4205,5.011481880362031,192.7361
estacion_virtual_115,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-68.0,1461.0,,2.25,0.10073648613753707,7.85,7.020833333333333,5.6,0.7072540797572915,84.25,2.948100000000011,0.010602202878528035,92.0494,90.68826666666666,89.1013,0.9614954019020514,1088.2592,1.593,0.09929083769777156,7.1084,6.067955555555555,5.5154,0.6024923902239578,54.611599999999996,13.1632,0.1484234115921682,30.7177,23.381383333333332,17.5545,3.4703446820775947,280.5766,14.935699999999999,-0.2450575486313795,-13.4278,-22.133683333333334,-28.3635,5.424026179849887,-265.6042,13.8365,-0.2586955701450513,-11.2382,-19.374608333333335,-25.0747,5.012125349128729,-232.49530000000001,15.270599999999998,-0.21921602262643214,-16.3151,-25.283600000000003,-31.5857,5.54257022967766,-303.4032
estacion_virtual_1150,Santiago del Estero,NOA,VIRTUAL,-27.5,-62.5,150.0,,10.75,0.5355362772552825,12.5,7.541666666666667,1.75,4.038836090966923,90.5,22.71759999999999,0.13352015493335312,68.2879,57.77355,45.5703,7.7139333470498235,693.2826,1.5711999999999997,0.12006590866970142,4.9838,4.338766666666666,3.4126,0.5209379623391448,52.0652,119.34060000000001,0.7106202119002459,125.8614,65.98055000000001,6.5208,46.88711242229478,791.7666,13.378000000000002,0.2205295168803555,28.545,22.565475000000003,15.167,4.976353299925741,270.7857,12.272600000000004,0.15626168182856467,35.261,29.916441666666667,22.9884,4.674793489159482,358.9973,13.456299999999999,0.30484691403511305,22.1816,16.0602,8.7253,4.895902408786722,192.7224
estacion_virtual_1151,Santiago del Estero,NOA,VIRTUAL,-27.5,-62.0,168.0,,10.95,0.49412667602234855,13.0,8.075000000000001,2.05,3.990072908880465,96.9,22.4683,0.12372296622330461,72.4939,61.3167,50.0256,7.586284003024502,735.8004,1.3384999999999998,0.10381031983381883,4.7417,4.252675,3.4032,0.4414715518992855,51.0321,124.31250000000001,0.644991259793096,134.1013,72.88532500000001,9.7888,47.010397592179245,874.6239,13.480300000000002,0.22600032654329025,28.2525,22.126441666666665,14.7722,5.0005830419077295,265.5173,12.522200000000002,0.16209676673735535,34.8842,29.363425000000003,22.362,4.759716252834829,352.3611,13.418199999999999,0.3091945553026849,21.9606,15.761316666666666,8.5424,4.8733132977347955,189.1358
estacion_virtual_1152,Chaco,NEA,VIRTUAL,-27.5,-61.5,112.0,,8.3,0.4031494660395896,11.0,7.679166666666667,2.7,3.095851941295682,92.15,21.288500000000006,0.10960699857677017,75.7245,64.88326666666667,54.436,7.111660117189533,778.5992,1.3384999999999998,0.10381031983381883,4.7417,4.252675,3.4032,0.4414715518992855,51.0321,133.1123,0.55989760950737,152.2437,91.80021666666666,19.1314,51.39872186392529,1101.6026,13.271,0.22268700049258555,27.9891,21.912525000000002,14.7181,4.8796344654687935,262.9503,13.057499999999997,0.16724508587608225,35.245,29.372725,22.1875,4.912443915039548,352.4727,12.905,0.2974195270634273,21.5875,15.625,8.6825,4.647180110366051,187.5
estacion_virtual_1153,Chaco,NEA,VIRTUAL,-27.5,-61.0,83.0,,8.3,0.4031494660395896,11.0,7.679166666666667,2.7,3.095851941295682,92.15,21.288500000000006,0.10960699857677017,75.7245,64.88326666666667,54.436,7.111660117189533,778.5992,1.4400999999999997,0.10892470292698969,4.699,4.11865,3.2589,0.4486227277102461,49.4238,133.1123,0.55989760950737,152.2437,91.80021666666666,19.1314,51.39872186392529,1101.6026,13.271,0.22268700049258555,27.9891,21.912525000000002,14.7181,4.8796344654687935,262.9503,13.057499999999997,0.16724508587608225,35.245,29.372725,22.1875,4.912443915039548,352.4727,12.905,0.2974195270634273,21.5875,15.625,8.6825,4.647180110366051,187.5
estacion_virtual_1154,Chaco,NEA,VIRTUAL,-27.5,-60.5,74.0,,8.95,0.40421578416624887,11.85,8.195833333333333,2.9,3.3128851977292144,98.35,19.402000000000008,0.09860592648905653,77.7724,67.23385,58.3704,6.629656070676254,806.8062,1.4400999999999997,0.10892470292698969,4.699,4.11865,3.2589,0.4486227277102461,49.4238,132.1297,0.5558456066697101,151.5514,92.47365833333333,19.4217,51.40107671725916,1109.6839,13.3429,0.2248978812474555,27.899,21.755741666666665,14.5561,4.892820205800319,261.0689,12.5657,0.16435556364240003,34.533,28.944625000000002,21.9673,4.757210156292904,347.3355,13.0601,0.3031270792269709,21.6389,15.516075,8.5788,4.703342495816623,186.1929
estacion_virtual_1155,Chaco,NEA,VIRTUAL,-27.5,-60.0,70.0,,8.25,0.36757854789169314,11.6,8.2125,3.35,3.01873882456053,98.55,17.169000000000004,0.08631338783625701,80.5892,70.72916666666667,63.4202,6.1048739938352625,848.75,1.1833000000000005,0.0781054739272823,4.7175,4.088425,3.5342,0.3193283722411491,49.0611,136.74530000000001,0.5151581180327017,161.1545,102.66215,24.4092,52.88723998719093,1231.9458,13.143799999999999,0.22366670446571246,27.5403,21.473208333333332,14.3965,4.80284174222234,257.6785,13.062700000000003,0.16972064624843297,34.975,29.06125833333333,21.9123,4.932295545125991,348.7351,12.567199999999998,0.29612364231522303,21.1378,15.245541666666666,8.5706,4.514565327401829,182.9465
estacion_virtual_1156,Corrientes,NEA,VIRTUAL,-27.5,-58.0,65.0,,7.199999999999999,0.2957830036024709,11.85,9.083333333333334,4.65,2.6866956160557773,109.0,15.602799999999988,0.07777727244291353,82.46,72.55226666666667,66.8572,5.642917410884247,870.6272,0.9061000000000003,0.05984981648502428,4.7263,4.217133333333334,3.8202,0.25239465609287876,50.6056,143.1568,0.43836893141753014,183.2142,117.57949166666667,40.0574,51.54319611853306,1410.9539,13.0469,0.2190214376575689,27.7631,21.713466666666665,14.7162,4.755714685863033,260.5616,12.502299999999998,0.16647054284319537,33.5924,28.022783333333333,21.0901,4.664967953477248,336.2734,12.6108,0.2821308901045184,22.1207,16.065783333333332,9.5099,4.53265375205967,192.7894
estacion_virtual_1157,Corrientes,NEA,VIRTUAL,-27.5,-57.5,68.0,,6.550000000000001,0.22328535011767695,13.15,10.545833333333333,6.6,2.354730088116001,126.55,17.499200000000002,0.08048642262542557,84.8181,74.87384166666666,67.3189,6.026327663972532,898.4861,0.9061000000000003,0.05984981648502428,4.7263,4.217133333333334,3.8202,0.25239465609287876,50.6056,126.94959999999999,0.3527969752353644,184.0477,127.23193333333334,57.0981,44.88704123334754,1526.7832,13.174399999999999,0.22187170139901413,27.7702,21.622016666666667,14.5958,4.7973136255111735,259.4642,12.849599999999999,0.17335498137711164,33.2305,27.465725000000003,20.3809,4.76132024588387,329.5887,12.662600000000001,0.2794163938580846,22.4068,16.295483333333333,9.7442,4.55322518917452,195.54579999999999
estacion_virtual_1158,Corrientes,NEA,VIRTUAL,-27.5,-57.0,54.0,,6.049999999999999,0.21218411262430192,12.95,10.487499999999999,6.9,2.2252808811473663,125.85,17.552499999999995,0.07999304899958587,85.6805,76.17816666666667,68.128,6.093723818865286,914.138,0.7090000000000001,0.05891325771828132,4.6459,4.220083333333333,3.9369,0.24861885700929034,50.641,124.2757,0.32960336207389185,188.5163,132.02280833333333,64.2406,43.51516149710369,1584.2737,13.074100000000001,0.21900997929504348,27.8228,21.700408333333332,14.7487,4.752605979777322,260.4049,12.848099999999999,0.17602798059142147,32.7823,26.962408333333332,19.9342,4.7461382907979806,323.5489,12.553799999999999,0.26926644494589197,22.8355,16.775208333333335,10.2817,4.5170007111433685,201.3025
