latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
-40.0,-66.0,361.0,2.2,0.2263,4.45,3.1125,2.25,0.7042,37.35,39.6984,0.299,69.3302,49.2018,29.6318,14.7134,590.4212,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,21.0197,0.2944,32.6506,21.1873,11.6309,6.238,254.248,19.6283,0.4685,25.0481,15.0942,5.4198,7.071,181.1301,21.0098,0.3369,33.048,22.508,12.0382,7.5837,270.0961,16.0352,0.6873,16.6369,8.3702,0.6017,5.7532,100.4421
-40.0,-65.5,186.0,2.05,0.198,4.1,3.0,2.05,0.5939,36.0,38.712,0.2888,69.3971,49.8452,30.6851,14.3948,598.1419,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,22.8564,0.3024,34.8556,22.2876,11.9992,6.74,267.4511,19.417,0.4549,25.2066,15.3816,5.7896,6.9976,184.5793,20.8594,0.3325,33.1051,22.6652,12.2457,7.537,271.9828,15.8456,0.6489,16.903,8.7581,1.0574,5.6831,105.0973
-40.0,-64.0,23.0,3.4,0.1865,6.5,4.7625,3.1,0.8881,57.15,35.5909,0.2399,72.5739,54.7554,36.983,13.1353,657.0646,1.9683,0.1925,4.598,3.7695,2.6297,0.7258,45.2343,22.582,0.2619,43.1368,29.8733,20.5548,7.8241,358.4796,18.5266,0.4353,24.7386,15.358,6.212,6.6852,184.2959,20.2895,0.3287,32.5913,22.4391,12.3018,7.3747,269.2697,14.7456,0.5929,16.53,8.9635,1.7844,5.3147,107.5617
-40.0,-63.5,59.0,3.4,0.1865,6.5,4.7625,3.1,0.8881,57.15,35.5909,0.2399,72.5739,54.7554,36.983,13.1353,657.0646,1.9683,0.1925,4.598,3.7695,2.6297,0.7258,45.2343,22.582,0.2619,43.1368,29.8733,20.5548,7.8241,358.4796,18.5266,0.4353,24.7386,15.358,6.212,6.6852,184.2959,20.2895,0.3287,32.5913,22.4391,12.3018,7.3747,269.2697,14.7456,0.5929,16.53,8.9635,1.7844,5.3147,107.5617
-40.0,-63.0,36.0,3.05,0.1679,6.7,5.2333,3.65,0.8789,62.8,33.3555,0.2105,74.5199,57.9369,41.1644,12.1983,695.243,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,28.0096,0.2719,51.4911,34.9659,23.4815,9.506,419.5906,18.0709,0.4318,24.2535,15.101,6.1826,6.5208,181.2118,20.0698,0.3289,32.237,22.1439,12.1672,7.2823,265.7265,14.3454,0.586,16.2346,8.8689,1.8892,5.1968,106.4264
-40.0,-62.5,0.0,2.85,0.1657,6.8,5.6167,3.95,0.9306,67.4,26.6774,0.1491,77.6735,64.4076,50.9961,9.6041,772.8912,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,34.6293,0.2832,58.5622,39.0715,23.9329,11.0637,468.8582,16.2915,0.3951,23.0749,14.8946,6.7834,5.8851,178.7348,17.8257,0.3188,29.1704,20.2283,11.3447,6.4496,242.7399,13.8531,0.4954,17.2153,10.1828,3.3622,5.0444,122.1937
-39.5,-71.5,1735.0,12.95,0.4255,17.45,11.0667,4.5,4.7092,132.8,22.0228,0.1,90.1912,78.5661,68.1684,7.8585,942.7928,3.2943,0.2672,5.9696,4.5443,2.6753,1.2142,54.5321,138.9466,0.5957,167.1701,78.581,28.2235,46.8099,942.9725,12.8132,0.7341,12.8008,6.3245,-0.0124,4.6428,75.8938,16.5758,0.486,20.4659,12.3657,3.8901,6.0102,148.3881,8.8525,2.4434,5.8207,1.2947,-3.0318,3.1635,15.5364
-39.5,-71.0,1471.0,12.95,0.4255,17.45,11.0667,4.5,4.7092,132.8,22.0228,0.1,90.1912,78.5661,68.1684,7.8585,942.7928,2.7885,0.2928,4.865,3.6646,2.0765,1.0732,43.9754,138.9466,0.5957,167.1701,78.581,28.2235,46.8099,942.9725,12.8132,0.7341,12.8008,6.3245,-0.0124,4.6428,75.8938,16.5758,0.486,20.4659,12.3657,3.8901,6.0102,148.3881,8.8525,2.4434,5.8207,1.2947,-3.0318,3.1635,15.5364
-39.5,-70.5,1073.0,11.55,0.4593,15.55,9.1083,4.0,4.1835,109.3,27.2729,0.1434,83.1629,69.2176,55.89,9.9286,830.6114,2.7885,0.2928,4.865,3.6646,2.0765,1.0732,43.9754,80.8353,0.5664,103.1989,50.0372,22.3636,28.3414,600.4468,14.3187,0.6868,14.9255,7.5702,0.6068,5.1992,90.8427,17.8646,0.4539,23.1961,14.3693,5.3315,6.5227,172.4317,9.6681,1.8876,6.9477,1.8657,-2.7204,3.5218,22.3887
-39.5,-70.0,802.0,10.55,0.4694,14.35,8.1208,3.8,3.8116,97.45,31.3641,0.1921,76.932,60.7812,45.5679,11.677,729.3742,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.729,63.8665,0.5304,82.5522,41.986,18.6857,22.2674,503.8325,16.1895,0.5461,19.0304,10.7811,2.8409,5.888,129.373,19.1006,0.3831,27.6967,18.1773,8.5961,6.963,218.1281,11.676,0.9739,10.489,4.3965,-1.187,4.2817,52.758
-39.5,-69.5,458.0,6.6,0.4607,9.0,4.9875,2.4,2.2976,59.85,35.0441,0.2291,75.241,56.7466,40.1969,13.0006,680.9594,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.729,31.4179,0.3895,44.0329,26.7956,12.615,10.4379,321.5474,17.5556,0.5051,21.4991,12.6559,3.9435,6.3925,151.8708,19.7924,0.3663,29.5477,19.7124,9.7553,7.221,236.5489,13.473,0.7785,13.2325,6.3265,-0.2405,4.9253,75.9182
-39.5,-69.0,375.0,3.05,0.3461,4.45,2.7167,1.4,0.9403,32.6,36.8586,0.2396,75.6485,56.4136,38.7899,13.5172,676.9628,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,23.1094,0.3932,33.5307,20.6766,10.4213,8.1295,248.1193,17.8905,0.5112,21.719,12.7041,3.8285,6.4943,152.4493,19.6801,0.3761,28.8433,19.0598,9.1632,7.1684,228.718,14.179,0.7669,13.9811,6.739,-0.1979,5.1682,80.8682
-39.5,-68.5,892.0,3.05,0.3461,4.45,2.7167,1.4,0.9403,32.6,36.8586,0.2396,75.6485,56.4136,38.7899,13.5172,676.9628,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,23.1094,0.3932,33.5307,20.6766,10.4213,8.1295,248.1193,17.8905,0.5112,21.719,12.7041,3.8285,6.4943,152.4493,19.6801,0.3761,28.8433,19.0598,9.1632,7.1684,228.718,14.179,0.7669,13.9811,6.739,-0.1979,5.1682,80.8682
-39.5,-68.0,477.0,2.95,0.3169,4.45,2.5667,1.5,0.8133,30.8,39.2339,0.2716,73.1083,53.1828,33.8744,14.4469,638.1939,2.5469,0.2547,4.693,3.5534,2.1461,0.9051,42.6406,22.8765,0.4047,33.1537,19.9793,10.2772,8.0861,239.7521,18.3528,0.5221,22.0602,12.6947,3.7074,6.6275,152.3368,20.226,0.3711,29.9254,19.7583,9.6994,7.3315,237.1,14.1409,0.8263,13.5233,6.197,-0.6176,5.1206,74.3637
-39.5,-67.5,316.0,2.2,0.2467,3.95,2.6208,1.75,0.6465,31.45,39.21,0.2938,69.2022,49.2766,29.9922,14.4769,591.3193,2.5469,0.2547,4.693,3.5534,2.1461,0.9051,42.6406,22.3543,0.4015,33.391,19.9931,11.0367,8.0263,239.9171,19.1914,0.4753,24.3628,14.5776,5.1714,6.929,174.9314,20.6635,0.3402,32.4587,22.0358,11.7952,7.4961,264.4297,15.3849,0.7059,15.814,7.8411,0.4291,5.5353,94.0932
-39.5,-67.0,318.0,1.95,0.2168,4.15,2.9417,2.2,0.6378,35.3,40.457,0.3082,69.4944,48.8429,29.0374,15.0555,586.1148,2.4455,0.2438,4.6955,3.5784,2.25,0.8725,42.9413,19.1289,0.3481,30.9869,19.5234,11.858,6.7963,234.2806,19.7218,0.4696,25.2115,15.1862,5.4897,7.132,182.2343,20.9984,0.3355,33.2489,22.7029,12.2505,7.6164,272.435,16.1458,0.6951,16.7277,8.3611,0.5819,5.8122,100.3333
-39.5,-66.5,275.0,1.85,0.1904,4.2,3.075,2.35,0.5856,36.9,39.3494,0.2976,69.0831,49.2184,29.7337,14.6456,590.621,2.4455,0.2438,4.6955,3.5784,2.25,0.8725,42.9413,16.417,0.3062,29.4875,20.362,13.0705,6.2349,244.3439,19.5962,0.4667,25.1294,15.1631,5.5332,7.0771,181.9568,20.9953,0.3377,33.0467,22.5114,12.0514,7.602,270.1372,16.0514,0.6834,16.7677,8.4519,0.7163,5.7758,101.423
-39.5,-66.0,222.0,1.85,0.1904,4.2,3.075,2.35,0.5856,36.9,39.3494,0.2976,69.0831,49.2184,29.7337,14.6456,590.621,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,16.417,0.3062,29.4875,20.362,13.0705,6.2349,244.3439,19.5962,0.4667,25.1294,15.1631,5.5332,7.0771,181.9568,20.9953,0.3377,33.0467,22.5114,12.0514,7.602,270.1372,16.0514,0.6834,16.7677,8.4519,0.7163,5.7758,101.423
-39.5,-63.5,93.0,3.65,0.1967,7.35,5.375,3.7,1.0571,64.5,35.3899,0.2353,72.676,55.2943,37.2861,13.0091,663.5313,1.9683,0.1925,4.598,3.7695,2.6297,0.7258,45.2343,29.0005,0.2807,50.0804,35.0816,21.0799,9.8457,420.9786,18.8559,0.4404,24.9961,15.4059,6.1402,6.7853,184.8709,20.7144,0.3317,33.0494,22.6055,12.335,7.4992,271.2656,15.018,0.6016,16.678,8.9498,1.66,5.384,107.3976
-39.5,-63.0,30.0,3.85,0.1879,7.6,5.7375,3.75,1.0781,68.85,34.1002,0.2118,75.0916,58.733,40.9914,12.4371,704.7966,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,35.5403,0.2965,57.4582,40.7061,21.9179,12.0686,488.4731,18.4946,0.4346,24.7391,15.3033,6.2445,6.6503,183.6393,20.5002,0.3289,32.8994,22.5309,12.3992,7.4102,270.3702,14.7161,0.5907,16.5743,8.959,1.8582,5.2921,107.5079
-39.5,-62.5,12.0,4.0,0.203,7.7,5.875,3.7,1.1927,70.5,31.1632,0.1806,77.3543,62.4615,46.1911,11.2775,749.5376,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,44.9366,0.3161,67.4002,46.0251,22.4636,14.549,552.3006,17.6852,0.4205,24.1045,15.1224,6.4193,6.3587,181.4686,19.6421,0.3244,31.7399,21.8098,12.0978,7.0748,261.7179,14.5235,0.5612,16.8236,9.3537,2.3001,5.2496,112.244
-39.0,-71.0,1039.0,12.55,0.4305,17.1,10.6958,4.55,4.6051,128.35,21.7317,0.0985,88.9762,77.9547,67.2445,7.6769,935.4566,3.0268,0.3205,4.93,3.5827,1.9032,1.1481,42.9918,144.5395,0.5876,171.4656,80.4899,26.9261,47.2946,965.8788,12.9757,0.7764,12.5485,6.0539,-0.4272,4.7,72.647,16.5912,0.5059,19.8549,11.8348,3.2637,5.9871,142.0178,9.3386,3.0695,5.7986,1.071,-3.54,3.2874,12.8517
-39.0,-70.5,1050.0,11.5,0.4442,15.95,9.6708,4.45,4.2957,116.05,27.2767,0.1401,84.9076,71.0398,57.6309,9.9547,852.4781,3.0268,0.3205,4.93,3.5827,1.9032,1.1481,42.9918,84.2054,0.5362,108.0061,53.6878,23.8007,28.7865,644.2541,14.25,0.8265,13.5383,6.2476,-0.7117,5.1637,74.9708,18.0777,0.5176,21.5771,12.7317,3.4994,6.5903,152.7799,9.6964,4.493,5.7783,0.7711,-3.9181,3.4646,9.2532
-39.0,-70.0,602.0,11.65,0.4442,16.1,9.6875,4.45,4.3032,116.25,30.9188,0.1813,78.4398,62.6225,47.521,11.354,751.4697,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,87.2686,0.5356,111.3542,55.1854,24.0856,29.5585,662.2246,16.0729,0.605,17.779,9.6073,1.7061,5.8126,115.2879,19.1925,0.4124,26.3391,16.8547,7.1466,6.9512,202.2559,11.4024,1.2551,9.1956,3.3081,-2.2068,4.1518,39.6969
-39.0,-69.5,702.0,5.15,0.4379,7.2,4.15,2.05,1.8175,49.8,33.6979,0.2284,72.6444,55.0797,38.9465,12.5793,660.9565,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,28.8349,0.3714,41.496,25.1208,12.6611,9.3291,301.4498,17.4819,0.5152,21.1834,12.3168,3.7015,6.3461,147.8012,19.7855,0.3635,29.649,19.7761,9.8635,7.1888,237.3128,13.1712,0.8431,12.5205,5.6933,-0.6507,4.7999,68.3193
-39.0,-69.0,840.0,2.45,0.3057,3.75,2.3375,1.3,0.7145,28.05,37.0736,0.2596,72.3791,53.0314,35.3055,13.7662,636.3766,2.8296,0.3017,4.737,3.4069,1.9074,1.0279,40.8828,24.9035,0.4277,35.769,20.9026,10.8655,8.9408,250.8313,18.5112,0.4866,23.193,13.8419,4.6818,6.7349,166.1026,20.3113,0.3504,31.257,21.1392,10.9457,7.4062,253.6708,14.6795,0.7428,14.752,7.2077,0.0725,5.3537,86.4929
-78.0,-73.5,118.0,3.9,0.145,9.95,7.4083,6.05,1.0743,88.9,2.578,0.0082,93.2771,92.0295,90.6991,0.7525,1104.354,2.1619,0.1407,6.9964,5.6109,4.8345,0.7896,50.4983,16.9856,0.1769,36.9618,27.8282,19.9762,4.9241,333.9389,27.8247,-0.3615,-11.5478,-28.7942,-39.3725,10.4105,-345.5305,26.8237,-0.3824,-9.6901,-26.3922,-36.5138,10.0932,-316.7058,28.2648,-0.3352,-13.8701,-31.372,-42.1349,10.5155,-376.4644
-39.0,-67.5,421.0,2.2,0.2543,3.75,2.4208,1.55,0.6155,29.05,38.927,0.2905,69.4655,49.6609,30.5385,14.4284,595.9304,2.7416,0.2862,4.7749,3.5088,2.0333,1.0043,42.1056,23.9023,0.4216,35.1081,20.5316,11.2058,8.6551,246.3794,19.2366,0.4683,24.6639,14.8844,5.4273,6.9703,178.6132,20.6209,0.3374,32.5941,22.2489,11.9732,7.5075,266.9868,15.5777,0.6872,16.2565,8.1802,0.6788,5.6213,98.163
-39.0,-67.0,203.0,1.95,0.2253,3.9,2.6667,1.95,0.6009,32.0,38.8535,0.2964,68.3828,48.6842,29.5293,14.432,584.2098,2.5289,0.264,4.6802,3.5208,2.1513,0.9294,42.249,21.4864,0.3798,33.0384,19.9104,11.552,7.5621,238.9246,19.4905,0.4597,25.2759,15.3618,5.7854,7.062,184.342,20.8193,0.3327,33.1978,22.7537,12.3785,7.5692,273.0442,15.9815,0.6691,16.9068,8.6202,0.9253,5.7678,103.442
-39.0,-66.5,202.0,1.95,0.1881,4.2,3.0208,2.25,0.5683,36.25,39.164,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.5289,0.264,4.6802,3.5208,2.1513,0.9294,42.249,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.47,19.6842,0.455,25.6662,15.667,5.982,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692
-39.0,-66.0,197.0,1.95,0.1881,4.2,3.0208,2.25,0.5683,36.25,39.164,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.47,19.6842,0.455,25.6662,15.667,5.982,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692
-39.0,-65.5,190.0,2.6,0.176,5.45,3.975,2.85,0.6995,47.7,37.7686,0.2853,68.389,49.4096,30.6204,14.0978,592.9147,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,15.101,0.2575,29.7033,21.2493,14.6023,5.4716,254.9914,19.5617,0.4471,25.7153,15.7945,6.1536,7.0623,189.5342,20.8269,0.3252,33.5938,23.1791,12.7669,7.5372,278.1487,16.113,0.6366,17.4137,9.082,1.3007,5.7815,108.9839
-39.0,-64.0,67.0,4.8,0.2368,8.4,5.7708,3.6,1.3664,69.25,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.21,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.437,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617
-39.0,-63.5,45.0,4.8,0.2368,8.4,5.7708,3.6,1.3664,69.25,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.21,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.437,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617
-39.0,-63.0,33.0,4.55,0.2276,8.05,5.5,3.5,1.2517,66.0,33.8153,0.2086,75.2543,59.3894,41.439,12.3861,712.6734,1.7963,0.18,4.7115,3.9114,2.9152,0.7042,46.937,53.8347,0.3408,74.7306,48.2764,20.8959,16.4546,579.3163,18.6508,0.4342,24.9713,15.424,6.3205,6.6977,185.0882,20.5407,0.3271,33.0544,22.6241,12.5137,7.3996,271.4886,14.9854,0.5926,16.881,9.0828,1.8956,5.3827,108.9939
-39.0,-61.5,0.0,4.8,0.1992,9.45,7.0292,4.65,1.4006,84.35,19.4626,0.0974,78.6653,69.535,59.2027,6.7698,834.4202,1.6848,0.1599,4.7887,4.0325,3.1039,0.6447,48.3904,54.9223,0.319,86.8499,61.2371,31.9276,19.534,734.8447,14.6355,0.3524,22.4321,15.052,7.7966,5.305,180.6241,15.9815,0.3003,27.2143,19.1343,11.2328,5.7465,229.6115,12.5253,0.4112,17.5187,11.2564,4.9934,4.6286,135.0764
-38.5,-70.5,816.0,11.55,0.4418,15.65,9.5292,4.1,4.2096,114.35,28.36,0.1563,80.8732,66.3534,52.5132,10.3694,796.2408,3.0268,0.3205,4.93,3.5827,1.9032,1.1481,42.9918,93.0201,0.5443,115.5529,56.2031,22.5328,30.5926,674.4367,15.1261,0.6794,15.7571,8.0523,0.631,5.4709,96.6277,18.7221,0.4441,24.4033,15.2774,5.6812,6.7844,183.3291,10.5082,1.9068,7.4349,1.9772,-3.0733,3.7701,23.726
-38.5,-68.5,356.0,2.25,0.2955,3.6,2.2917,1.35,0.6772,27.5,33.4952,0.2426,68.8088,51.5568,35.3136,12.5071,618.6815,2.8296,0.3017,4.737,3.4069,1.9074,1.0279,40.8828,24.5524,0.4293,35.7053,20.7764,11.1529,8.9192,249.317,18.337,0.4664,23.5527,14.2849,5.2157,6.6618,171.4192,19.9513,0.3399,31.3277,21.3868,11.3764,7.2684,256.6418,14.7659,0.6927,15.3396,7.7419,0.5737,5.3631,92.9029
-38.5,-67.5,442.0,1.95,0.2445,3.55,2.4167,1.6,0.591,29.0,37.8911,0.2849,68.7019,49.3931,30.8108,14.0713,592.7169,2.7416,0.2862,4.7749,3.5088,2.0333,1.0043,42.1056,24.7466,0.4145,35.8225,20.7785,11.0759,8.6126,249.3415,19.2506,0.4609,24.9479,15.1753,5.6973,6.995,182.1036,20.5793,0.3334,32.7824,22.494,12.2031,7.4988,269.9279,15.6687,0.67,16.6108,8.4779,0.9421,5.6805,101.7345
-38.5,-67.0,259.0,1.85,0.2296,3.65,2.5125,1.8,0.5769,30.15,37.5709,0.2866,67.454,48.4639,29.8831,13.8895,581.5663,2.5289,0.264,4.6802,3.5208,2.1513,0.9294,42.249,23.334,0.3805,34.2378,20.258,10.9038,7.7072,243.0961,19.4403,0.45,25.5405,15.666,6.1002,7.0491,187.9914,20.6916,0.3269,33.379,23.0235,12.6874,7.5255,276.2823,15.9881,0.6463,17.251,8.9403,1.2629,5.7782,107.284
-38.5,-66.5,269.0,2.75,0.196,5.1,3.7458,2.35,0.7344,44.95,37.4905,0.2836,67.9129,49.0673,30.4224,13.9158,588.8073,2.5289,0.264,4.6802,3.5208,2.1513,0.9294,42.249,22.7623,0.3,34.9708,21.7077,12.2085,6.5126,260.4919,19.5306,0.4459,25.7655,15.8577,6.2349,7.071,190.2921,20.7166,0.323,33.6134,23.2499,12.8968,7.5104,278.9983,16.1568,0.6378,17.51,9.1336,1.3532,5.8255,109.6038
-38.5,-66.0,212.0,2.75,0.196,5.1,3.7458,2.35,0.7344,44.95,37.4905,0.2836,67.9129,49.0673,30.4224,13.9158,588.8073,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,22.7623,0.3,34.9708,21.7077,12.2085,6.5126,260.4919,19.5306,0.4459,25.7655,15.8577,6.2349,7.071,190.2921,20.7166,0.323,33.6134,23.2499,12.8968,7.5104,278.9983,16.1568,0.6378,17.51,9.1336,1.3532,5.8255,109.6038
-38.5,-65.5,218.0,4.05,0.2453,7.1,5.375,3.05,1.3185,64.5,35.8761,0.2625,68.5586,50.6389,32.6825,13.2906,607.6673,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,28.373,0.3138,42.2977,28.4997,13.9247,8.9434,341.9968,19.2242,0.4413,25.4624,15.7173,6.2382,6.9359,188.6071,20.4515,0.3211,33.2686,23.0469,12.8171,7.3999,276.563,15.8804,0.6271,17.3035,9.0825,1.4231,5.6952,108.9898
-38.5,-65.0,223.0,4.75,0.2908,8.45,6.2208,3.7,1.8091,74.65,34.6588,0.2474,69.1451,52.1922,34.4863,12.9099,626.3062,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,35.4003,0.3688,51.1156,35.5584,15.7153,13.1132,426.7008,18.9993,0.4394,25.2405,15.5624,6.2412,6.8379,186.7485,20.3697,0.3233,33.0234,22.7677,12.6537,7.3602,273.2124,15.5172,0.612,17.1206,9.0622,1.6034,5.546,108.7465
-38.5,-64.5,206.0,5.7,0.295,9.35,6.4417,3.65,1.9,77.3,33.5514,0.229,70.2723,54.2255,36.7209,12.4155,650.7061,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,50.7389,0.3822,67.312,43.7284,16.5731,16.7131,524.741,18.9817,0.4315,25.481,15.7873,6.4993,6.8118,189.4478,20.4542,0.3194,33.4193,23.0735,12.9651,7.3696,276.8823,15.3929,0.5946,17.245,9.2466,1.8521,5.4983,110.9587
-38.5,-64.0,84.0,5.85,0.2876,9.55,6.4167,3.7,1.8452,77.0,33.447,0.2169,72.5832,56.8417,39.1362,12.3302,682.1004,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,56.888,0.3774,75.5283,48.3248,18.6403,18.2389,579.8972,18.9637,0.4285,25.5601,15.8695,6.5964,6.8008,190.4346,20.4877,0.3188,33.5093,23.1364,13.0216,7.3767,277.6362,15.4013,0.5867,17.3809,9.3752,1.9796,5.5007,112.5028
-38.5,-63.5,26.0,5.85,0.2876,9.55,6.4167,3.7,1.8452,77.0,33.447,0.2169,72.5832,56.8417,39.1362,12.3302,682.1004,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,56.888,0.3774,75.5283,48.3248,18.6403,18.2389,579.8972,18.9637,0.4285,25.5601,15.8695,6.5964,6.8008,190.4346,20.4877,0.3188,33.5093,23.1364,13.0216,7.3767,277.6362,15.4013,0.5867,17.3809,9.3752,1.9796,5.5007,112.5028
-38.5,-63.0,70.0,5.05,0.2751,8.45,5.7583,3.4,1.5841,69.1,32.5528,0.2008,74.6282,59.6112,42.0754,11.9728,715.3343,1.7963,0.18,4.7115,3.9114,2.9152,0.7042,46.937,62.2526,0.3692,82.1545,51.482,19.9019,19.0067,617.7841,18.5146,0.4285,24.9803,15.4929,6.4657,6.6394,185.9145,20.3912,0.3253,32.8859,22.5384,12.4947,7.3318,270.4602,14.9262,0.5768,17.0358,9.269,2.1096,5.3465,111.2281
-38.5,-61.5,203.0,4.8,0.2216,9.35,6.9875,4.55,1.5485,83.85,27.2344,0.1459,78.0871,66.1454,50.8527,9.6476,793.7445,1.6848,0.1599,4.7887,4.0325,3.1039,0.6447,48.3904,57.7603,0.3303,86.9813,59.885,29.221,19.7823,718.62,16.5657,0.4166,22.7573,14.235,6.1916,5.93,170.8206,18.8773,0.321,30.567,20.903,11.6897,6.7095,250.8358,12.8218,0.5511,15.0191,8.4399,2.1973,4.6514,101.2787
-38.5,-61.0,140.0,4.8,0.2216,9.35,6.9875,4.55,1.5485,83.85,27.2344,0.1459,78.0871,66.1454,50.8527,9.6476,793.7445,1.6842,0.1533,4.9371,4.1639,3.2529,0.6382,49.9666,57.7603,0.3303,86.9813,59.885,29.221,19.7823,718.62,16.5657,0.4166,22.7573,14.235,6.1916,5.93,170.8206,18.8773,0.321,30.567,20.903,11.6897,6.7095,250.8358,12.8218,0.5511,15.0191,8.4399,2.1973,4.6514,101.2787
-38.5,-59.5,51.0,3.85,0.1944,9.4,7.8958,5.55,1.5348,94.75,18.9861,0.0919,81.0968,72.6847,62.1107,6.6824,872.2168,1.734,0.15,5.1204,4.2829,3.3864,0.6423,51.3947,69.4906,0.2979,113.4835,71.9656,43.9929,21.4379,863.5872,14.3874,0.3681,21.3928,14.0797,7.0054,5.1822,168.9566,16.3161,0.2852,28.6195,20.2815,12.3034,5.7849,243.3776,11.5429,0.4825,14.6153,8.7233,3.0724,4.2092,104.6796
-38.5,-59.0,32.0,3.65,0.1711,9.9,8.3958,6.25,1.4369,100.75,16.1049,0.0753,81.7237,74.6629,65.6188,5.6204,895.9544,1.8256,0.1548,5.2879,4.3418,3.4623,0.6722,52.1016,60.8182,0.2324,112.6791,76.4392,51.8609,17.7667,917.2706,13.1728,0.3382,20.9254,14.222,7.7526,4.8106,170.6645,14.7773,0.2778,26.6471,19.093,11.8698,5.3034,229.1163,11.2343,0.412,15.7729,9.9472,4.5386,4.0985,119.3658
