estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi,dhi,dni
estacion_virtual_1157,Corrientes,NEA,VIRTUAL,-27.5,-57.5,68.0,,6.55,0.2233,13.15,10.5458,6.6,2.3547,126.55,17.4992,0.0805,84.8181,74.8738,67.3189,6.0263,898.4861,0.9061,0.0598,4.7263,4.2171,3.8202,0.2524,50.6056,126.9496,0.3528,184.0477,127.2319,57.0981,44.887,1526.7832,13.1744,0.2219,27.7702,21.622,14.5958,4.7973,259.4642,12.8496,0.1734,33.2305,27.4657,20.3809,4.7613,329.5887,12.6626,0.2794,22.4068,16.2955,9.7442,4.5532,195.5458,1405.913,1316.8187,-23.0859,23.4498,13.7093,10.26,4.4141,50.9498,201.78530555555554,78.21966666666667,202.77987500000003
estacion_virtual_1158,Corrientes,NEA,VIRTUAL,-27.5,-57.0,54.0,,6.05,0.2122,12.95,10.4875,6.9,2.2253,125.85,17.5525,0.08,85.6805,76.1782,68.128,6.0937,914.138,0.709,0.0589,4.6459,4.2201,3.9369,0.2486,50.641,124.2757,0.3296,188.5163,132.0228,64.2406,43.5152,1584.2737,13.0741,0.219,27.8228,21.7004,14.7487,4.7526,260.4049,12.8481,0.176,32.7823,26.9624,19.9342,4.7461,323.5489,12.5538,0.2693,22.8355,16.7752,10.2817,4.517,201.3025,1405.913,1316.8187,-23.0859,23.4498,13.7093,10.26,4.4141,50.9498,201.38155555555554,77.3421388888889,205.12125
estacion_virtual_1159,Catamarca,NOA,VIRTUAL,-27.0,-68.0,3024.0,,9.7,0.742,10.55,5.1292,0.85,3.806,61.55,28.798,0.2921,52.2792,35.0116,23.4812,10.2255,420.139,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,45.679,0.8352,48.4135,21.0316,2.7345,17.5649,252.3796,11.1873,4.7887,6.106,0.8451,-5.0813,4.0472,10.1418,12.0998,0.4842,15.0839,9.671,2.9841,4.6825,116.0517,9.0982,-0.4707,-1.9343,-6.2654,-11.0325,2.9493,-75.1846,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,291.66361111111115,79.38002777777778,354.991875
estacion_virtual_116,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-67.5,1416.0,,3.25,0.1392,8.3,7.1,5.05,0.9883,85.2,3.1131,0.0114,91.3357,90.0101,88.2226,1.0296,1080.1208,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,17.7541,0.1902,35.3091,24.6078,17.555,4.6796,295.2931,15.4036,-0.2551,-12.9026,-21.9719,-28.3062,5.6055,-263.6629,14.4126,-0.2715,-10.76,-19.3207,-25.1726,5.2462,-231.8479,15.7555,-0.2301,-15.6051,-24.9541,-31.3606,5.741,-299.4495,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.4141,98.9498,135.745,67.15983333333332,156.87745833333335
estacion_virtual_1160,Catamarca,NOA,VIRTUAL,-27.0,-67.5,1268.0,,12.65,0.6938,13.55,6.9042,0.9,4.79,82.85,37.5728,0.3431,61.8398,40.6897,24.267,13.9615,488.2769,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,99.8159,0.8822,103.0501,42.2317,3.2342,37.2556,506.7806,10.0317,0.4757,12.6452,7.9762,2.6135,3.7944,95.7145,9.5377,0.2023,21.5807,17.483,12.043,3.536,209.7964,9.482,5.7519,5.8515,0.5902,-3.6305,3.3949,7.0826,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,291.66361111111115,79.38002777777778,354.991875
estacion_virtual_1161,Catamarca,NOA,VIRTUAL,-27.0,-67.0,1063.0,,12.3,0.6794,13.1,6.7,0.8,4.5522,80.4,38.8626,0.305,68.949,48.0225,30.0864,14.6445,576.2697,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,129.6683,0.8694,133.7257,54.9898,4.0574,47.8075,659.8777,9.636,0.402,13.5681,9.1885,3.9321,3.6933,110.2618,7.7737,0.1575,21.5767,18.3942,13.803,2.8971,220.7304,10.0017,1.9812,7.3453,1.9198,-2.6564,3.8035,23.038,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,267.9564722222222,80.603,324.76420833333333
estacion_virtual_1162,Catamarca,NOA,VIRTUAL,-27.0,-66.5,772.0,,12.85,0.6685,13.65,7.1833,0.8,4.8023,86.2,29.3163,0.1998,70.7002,55.8833,41.3839,11.1644,670.5992,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,165.2843,0.8781,169.3515,69.5147,4.0672,61.0383,834.1768,9.8389,0.3117,16.4104,12.0547,6.5715,3.7578,144.6559,7.5552,0.1371,23.7789,20.6498,16.2237,2.8319,247.7975,10.6387,0.7697,10.4862,5.2607,-0.1525,4.0491,63.1285,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,267.9564722222222,80.603,324.76420833333333
estacion_virtual_1163,Catamarca,NOA,VIRTUAL,-27.0,-66.0,2385.0,,12.85,0.6685,13.65,7.1833,0.8,4.8023,86.2,29.3163,0.1998,70.7002,55.8833,41.3839,11.1644,670.5992,2.4799,0.2142,4.8887,3.8663,2.4088,0.828,46.3958,165.2843,0.8781,169.3515,69.5147,4.0672,61.0383,834.1768,9.8389,0.3117,16.4104,12.0547,6.5715,3.7578,144.6559,7.5552,0.1371,23.7789,20.6498,16.2237,2.8319,247.7975,10.6387,0.7697,10.4862,5.2607,-0.1525,4.0491,63.1285,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,219.22219444444445,81.42755555555556,253.90225
estacion_virtual_1164,Santiago del Estero,NOA,VIRTUAL,-27.0,-64.5,291.0,,11.9,0.6692,12.7,7.0125,0.8,4.6927,84.15,31.9167,0.1907,72.5352,59.5686,40.6185,11.3595,714.8231,2.1416,0.1599,5.0895,4.2923,2.9479,0.6863,51.507,166.896,0.8509,169.6202,72.927,2.7242,62.0553,875.1242,13.291,0.2262,27.786,22.2667,14.495,5.0377,267.2002,12.3448,0.1572,35.2273,30.029,22.8825,4.7203,360.3483,13.4904,0.3189,21.3791,15.6021,7.8887,4.9754,187.2248,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,204.31522222222222,82.29844444444444,203.91166666666666
estacion_virtual_1165,Santiago del Estero,NOA,VIRTUAL,-27.0,-64.0,155.0,,11.45,0.6786,12.1,6.5542,0.65,4.4475,78.65,27.9034,0.1722,68.8676,57.2011,40.9642,9.8523,686.4126,2.1155,0.1571,5.1375,4.3207,3.022,0.6788,51.848,145.8641,0.8372,148.1127,65.7146,2.2486,55.0163,788.5755,13.5674,0.2226,28.6654,22.9515,15.098,5.1084,275.4176,12.366,0.1552,35.7406,30.5896,23.3746,4.7476,367.0753,13.8351,0.3146,22.1064,16.1411,8.2713,5.0779,193.6935,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.91863888888892,81.09383333333334,203.6554166666666
estacion_virtual_1166,Santiago del Estero,NOA,VIRTUAL,-27.0,-63.5,134.0,,11.45,0.6786,12.1,6.5542,0.65,4.4475,78.65,27.9034,0.1722,68.8676,57.2011,40.9642,9.8523,686.4126,2.1155,0.1571,5.1375,4.3207,3.022,0.6788,51.848,145.8641,0.8372,148.1127,65.7146,2.2486,55.0163,788.5755,13.5674,0.2226,28.6654,22.9515,15.098,5.1084,275.4176,12.366,0.1552,35.7406,30.5896,23.3746,4.7476,367.0753,13.8351,0.3146,22.1064,16.1411,8.2713,5.0779,193.6935,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.91863888888892,81.09383333333334,203.6554166666666
estacion_virtual_1167,Santiago del Estero,NOA,VIRTUAL,-27.0,-63.0,125.0,,11.75,0.6178,12.7,7.2167,0.95,4.4587,86.6,26.2838,0.1584,68.0797,56.6994,41.7959,8.9835,680.3929,1.7773,0.1325,4.9883,4.3447,3.211,0.5757,52.1365,131.7786,0.7934,134.9382,62.9156,3.1596,49.92,754.9868,13.0555,0.2135,28.6289,23.0068,15.5734,4.911,276.0813,11.9133,0.15,35.5489,30.5893,23.6356,4.5892,367.0712,13.3772,0.3003,22.1386,16.27,8.7614,4.8861,195.2402,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,202.51913888888888,81.47891666666668,199.84275
estacion_virtual_1168,Santiago del Estero,NOA,VIRTUAL,-27.0,-62.5,123.0,,10.8,0.5274,12.5,7.5,1.7,3.9558,90.0,23.4806,0.137,68.266,57.5695,44.7854,7.8882,690.8338,1.7773,0.1325,4.9883,4.3447,3.211,0.5757,52.1365,120.6993,0.6967,128.2194,67.6316,7.5201,47.1156,811.579,13.1286,0.2143,28.6909,22.8774,15.5623,4.9029,274.5288,11.9275,0.1515,35.3683,30.2427,23.4408,4.5816,362.9127,13.335,0.2972,22.349,16.3517,9.014,4.8605,196.2206,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,202.51913888888888,81.47891666666668,199.84275
estacion_virtual_1169,Santiago del Estero,NOA,VIRTUAL,-27.0,-62.0,82.0,,10.1,0.5041,12.1,7.5708,2.0,3.8168,90.85,23.0704,0.1269,71.6077,60.3805,48.5373,7.6596,724.5657,1.641,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,124.0153,0.6386,135.0118,74.7126,10.9965,47.7109,896.5506,13.1644,0.2177,28.4699,22.5319,15.3055,4.9053,270.3833,12.1683,0.1564,35.0468,29.739,22.8785,4.6498,356.8679,13.2232,0.2978,22.2265,16.1785,9.0033,4.8176,194.1425,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.94980555555557,81.87188888888889,200.1628333333333
estacion_virtual_117,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-67.0,1353.0,,3.7,0.1476,9.05,7.4458,5.35,1.0989,89.35,3.3181,0.0122,90.6717,89.283,87.3536,1.0858,1071.396,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,21.2638,0.2187,39.0787,25.7441,17.8149,5.6306,308.929,16.2532,-0.2714,-12.2095,-21.881,-28.4627,5.9394,-262.5726,15.3467,-0.2904,-10.1224,-19.3316,-25.4691,5.6134,-231.9798,16.4839,-0.2437,-14.8545,-24.7277,-31.3384,6.0256,-296.732,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.4141,98.9498,135.745,67.15983333333332,156.87745833333335
estacion_virtual_1170,Chaco,NEA,VIRTUAL,-27.0,-61.5,69.0,,8.05,0.4345,10.55,7.1667,2.5,3.1139,86.0,21.6026,0.1131,74.7278,63.5265,53.1252,7.1869,762.3175,1.641,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,132.2587,0.5798,150.4359,88.3108,18.1772,51.2068,1059.7296,13.2513,0.2196,28.4119,22.366,15.1606,4.9126,268.3918,12.2991,0.1586,34.956,29.5449,22.6569,4.6846,354.5393,13.246,0.3,22.1867,16.0528,8.9407,4.8152,192.634,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.94980555555557,81.87188888888889,200.1628333333333
estacion_virtual_1171,Chaco,NEA,VIRTUAL,-27.0,-61.0,66.0,,8.05,0.4345,10.55,7.1667,2.5,3.1139,86.0,21.6026,0.1131,74.7278,63.5265,53.1252,7.1869,762.3175,1.3494,0.091,4.9125,4.2827,3.5631,0.3898,51.3923,132.2587,0.5798,150.4359,88.3108,18.1772,51.2068,1059.7296,13.2513,0.2196,28.4119,22.366,15.1606,4.9126,268.3918,12.2991,0.1586,34.956,29.5449,22.6569,4.6846,354.5393,13.246,0.3,22.1867,16.0528,8.9407,4.8152,192.634,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,204.76247222222221,80.8081111111111,203.45029166666666
estacion_virtual_1172,Chaco,NEA,VIRTUAL,-27.0,-60.0,59.0,,8.35,0.3596,11.95,8.4792,3.6,3.049,101.75,16.7835,0.0841,79.897,70.3348,63.1135,5.9133,844.0171,1.1752,0.0701,4.8272,4.3029,3.652,0.3016,51.635,132.0097,0.5028,159.9841,104.161,27.9744,52.3687,1249.9325,12.9405,0.2175,27.7535,21.7931,14.813,4.7395,261.5173,12.7346,0.1645,35.0037,29.2609,22.2691,4.8148,351.1302,12.4732,0.288,21.4521,15.618,8.9789,4.4981,187.4156,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.90819444444446,80.65141666666666,202.5789166666667
estacion_virtual_1173,Chaco,NEA,VIRTUAL,-27.0,-59.5,58.0,,8.25,0.36,11.9,8.5375,3.65,3.0733,102.45,15.1408,0.0782,81.1801,71.8046,66.0393,5.6168,861.6556,1.1752,0.0701,4.8272,4.3029,3.652,0.3016,51.635,135.2025,0.491,165.2828,106.9428,30.0803,52.5071,1283.3135,12.8738,0.2162,27.7158,21.7434,14.842,4.7017,260.9207,13.0217,0.167,35.2592,29.2726,22.2375,4.8886,351.2709,12.3286,0.2835,21.4485,15.6493,9.1199,4.4362,187.7917,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,203.90819444444446,80.65141666666666,202.5789166666667
estacion_virtual_1174,Misiones,NEA,VIRTUAL,-27.0,-54.5,324.0,,6.25,0.1808,14.85,11.9542,8.6,2.1612,143.45,10.7885,0.0458,85.8327,79.4621,75.0442,3.6363,953.5457,1.0442,0.0738,4.9106,4.4387,3.8664,0.3276,53.264,116.5634,0.2267,206.6391,141.8724,90.0757,32.1554,1702.4683,10.5708,0.1965,24.8374,20.0265,14.2666,3.9357,240.3183,10.5556,0.1577,30.0615,25.4012,19.5059,4.0056,304.814,10.3463,0.2461,19.9855,15.0912,9.6392,3.7135,181.094,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,199.0521666666667,81.95063888888889,197.7582083333333
estacion_virtual_1175,Misiones,NEA,VIRTUAL,-27.0,-54.0,395.0,,7.55,0.2004,16.0,12.2042,8.45,2.4454,146.45,10.456,0.0442,85.6879,79.2947,75.2319,3.5038,951.5364,1.3395,0.0922,5.0237,4.4677,3.6842,0.4119,53.612,118.564,0.2158,213.3394,146.0126,94.7754,31.5089,1752.1506,10.5845,0.1961,24.9208,20.1542,14.3363,3.952,241.8507,10.1341,0.1468,30.4728,25.9932,20.3387,3.8153,311.9185,10.5998,0.257,19.8677,14.8913,9.2679,3.8273,178.6961,1405.913,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498,198.3715277777778,85.35741666666665,194.89466666666667
estacion_virtual_1176,Catamarca,NOA,VIRTUAL,-26.5,-68.5,5461.0,,10.95,0.8013,11.7,5.4875,0.75,4.397,65.85,16.0566,0.1584,43.2143,34.432,27.1577,5.4531,413.1845,2.4605,0.3242,3.8162,2.5133,1.3557,0.8149,30.1602,40.6899,0.8505,43.2293,18.5217,2.5394,15.7532,222.2601,11.5372,-10.743,5.31,-0.3797,-6.2272,4.0787,-4.5559,13.1224,0.6294,14.1098,7.6212,0.9874,4.7965,91.4543,8.9091,-0.4649,-2.5424,-6.6834,-11.4515,3.1068,-80.2007,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,294.9735,68.74627777777779,390.1935416666667
estacion_virtual_1177,Catamarca,NOA,VIRTUAL,-26.5,-68.0,4817.0,,11.05,0.7777,11.8,5.6583,0.75,4.4007,67.9,21.5705,0.214,46.7261,34.3186,25.1556,7.3429,411.8235,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,53.1514,0.8561,55.9203,23.8928,2.7689,20.4551,286.7138,12.2597,3.2749,7.2965,1.3404,-4.9632,4.3898,16.0853,12.8705,0.4718,16.4461,10.4547,3.5756,4.9327,125.4563,10.2413,-0.5379,-1.2945,-6.1876,-11.5358,3.3281,-74.2515,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,291.66361111111115,79.38002777777778,354.991875
estacion_virtual_1178,Catamarca,NOA,VIRTUAL,-26.5,-67.5,3024.0,,15.3,0.7524,16.0,7.65,0.7,5.7562,91.8,31.1872,0.2836,57.816,39.5789,26.6288,11.2227,474.9469,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,116.4497,0.921,119.7167,47.1439,3.267,43.4216,565.7262,11.1383,0.8255,10.4995,5.0961,-0.6388,4.2069,61.1528,11.613,0.2979,19.7448,14.5824,8.1318,4.3436,174.9889,9.4289,-1.3331,2.8849,-2.4822,-6.544,3.309,-29.7864,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,291.66361111111115,79.38002777777778,354.991875
estacion_virtual_1179,Catamarca,NOA,VIRTUAL,-26.5,-67.0,4776.0,,14.85,0.7133,15.6,7.8292,0.75,5.5842,93.95,36.1359,0.2864,66.7593,46.5092,30.6234,13.322,558.11,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,155.1298,0.9141,158.6944,62.6753,3.5646,57.2944,752.1036,10.3125,0.9069,9.1731,4.3759,-1.1394,3.9684,52.5108,10.7115,0.3051,17.8711,13.2087,7.1596,4.0306,158.5047,9.1376,-1.1985,2.3192,-2.6983,-6.8184,3.2338,-32.3792,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,267.9564722222222,80.603,324.76420833333333
estacion_virtual_118,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-66.5,1159.0,,4.05,0.1612,9.55,7.4958,5.5,1.2084,89.95,3.4766,0.0121,90.3301,88.7226,86.8535,1.0694,1064.671,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,23.5855,0.2375,41.6505,26.4734,18.065,6.2883,317.681,17.4858,-0.2934,-11.4091,-21.916,-28.8949,6.4291,-262.9922,16.6376,-0.3148,-9.3862,-19.4612,-26.0238,6.1273,-233.5347,17.6464,-0.2627,-13.9786,-24.6318,-31.625,6.4708,-295.5815,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.4141,98.9498,135.745,67.15983333333332,156.87745833333335
estacion_virtual_1180,Catamarca,NOA,VIRTUAL,-26.5,-66.5,4306.0,,14.55,0.7125,15.3,7.7208,0.75,5.5014,92.65,34.4724,0.2343,74.1663,55.8466,39.6939,13.0863,670.1586,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,191.4965,0.9077,195.1067,78.2235,3.6102,71.0027,938.6824,8.5936,0.4298,11.5177,7.75,2.9241,3.3311,93.0001,7.5291,0.1722,19.2148,16.1977,11.6857,2.789,194.3726,8.568,2.5798,5.8258,1.2923,-2.7422,3.3339,15.508,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,267.9564722222222,80.603,324.76420833333333
estacion_virtual_1181,Tucumán,NOA,VIRTUAL,-26.5,-66.0,1760.0,,14.55,0.7125,15.3,7.7208,0.75,5.5014,92.65,34.4724,0.2343,74.1663,55.8466,39.6939,13.0863,670.1586,2.4799,0.2142,4.8887,3.8663,2.4088,0.828,46.3958,191.4965,0.9077,195.1067,78.2235,3.6102,71.0027,938.6824,8.5936,0.4298,11.5177,7.75,2.9241,3.3311,93.0001,7.5291,0.1722,19.2148,16.1977,11.6857,2.789,194.3726,8.568,2.5798,5.8258,1.2923,-2.7422,3.3339,15.508,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,219.22219444444445,81.42755555555556,253.90225
estacion_virtual_1182,Tucumán,NOA,VIRTUAL,-26.5,-65.5,1500.0,,14.25,0.715,15.15,7.65,0.9,5.4695,91.8,32.1656,0.1829,80.3755,64.4624,48.2099,11.7874,773.5492,2.4799,0.2142,4.8887,3.8663,2.4088,0.828,46.3958,197.395,0.8998,201.0136,81.3406,3.6186,73.1862,976.0872,9.6402,0.2664,17.8745,13.6848,8.2343,3.646,164.2174,7.5527,0.1345,24.173,20.8882,16.6203,2.8087,250.6581,10.1453,0.4589,13.087,8.2887,2.9417,3.8033,99.4646,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,219.22219444444445,81.42755555555556,253.90225
estacion_virtual_1183,Santiago del Estero,NOA,VIRTUAL,-26.5,-64.5,364.0,,13.25,0.6917,14.05,7.5125,0.8,5.1963,90.15,33.1134,0.1985,73.1906,59.5816,40.0772,11.8283,714.9794,2.1416,0.1599,5.0895,4.2923,2.9479,0.6863,51.507,182.6128,0.8736,185.7528,78.002,3.14,68.1438,936.0237,12.5862,0.2154,27.4673,22.2669,14.8811,4.7967,267.2033,11.9367,0.1499,34.7699,29.5377,22.8332,4.4266,354.4527,12.9047,0.2981,21.493,15.952,8.5883,4.7547,191.424,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,204.31522222222222,82.29844444444444,203.91166666666666
estacion_virtual_1184,Santiago del Estero,NOA,VIRTUAL,-26.5,-64.0,241.0,,13.05,0.6778,13.85,7.3583,0.8,4.9878,88.3,30.2187,0.1855,70.2542,57.8472,40.0355,10.7283,694.1667,2.1155,0.1571,5.1375,4.3207,3.022,0.6788,51.848,161.2337,0.86,164.133,70.836,2.8993,60.9175,850.0317,12.8676,0.2131,28.2657,22.9575,15.3981,4.8923,275.4894,11.8747,0.1475,35.5176,30.5474,23.6429,4.5071,366.569,13.3362,0.3029,21.8764,16.1972,8.5402,4.9066,194.3664,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,203.91863888888892,81.09383333333334,203.6554166666666
estacion_virtual_1185,Santiago del Estero,NOA,VIRTUAL,-26.5,-63.5,210.0,,13.05,0.6778,13.85,7.3583,0.8,4.9878,88.3,30.2187,0.1855,70.2542,57.8472,40.0355,10.7283,694.1667,2.1155,0.1571,5.1375,4.3207,3.022,0.6788,51.848,161.2337,0.86,164.133,70.836,2.8993,60.9175,850.0317,12.8676,0.2131,28.2657,22.9575,15.3981,4.8923,275.4894,11.8747,0.1475,35.5176,30.5474,23.6429,4.5071,366.569,13.3362,0.3029,21.8764,16.1972,8.5402,4.9066,194.3664,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,203.91863888888892,81.09383333333334,203.6554166666666
estacion_virtual_1186,Santiago del Estero,NOA,VIRTUAL,-26.5,-63.0,198.0,,12.6,0.5917,14.05,7.9875,1.45,4.7266,95.85,27.4179,0.1648,68.9081,57.363,41.4902,9.4557,688.3561,1.7773,0.1325,4.9883,4.3447,3.211,0.5757,52.1365,139.74,0.8031,143.8288,66.4975,4.0888,53.407,797.9699,12.6185,0.2062,28.487,23.1319,15.8685,4.7709,277.5826,11.499,0.1445,35.4874,30.7366,23.9884,4.4407,368.8396,13.0482,0.2922,22.027,16.3854,8.9788,4.7871,196.6244,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,202.51913888888888,81.47891666666668,199.84275
estacion_virtual_1187,Santiago del Estero,NOA,VIRTUAL,-26.5,-62.5,183.0,,11.25,0.5277,13.25,8.0,2.0,4.2219,96.0,24.6318,0.1429,68.4101,57.3742,43.7783,8.1971,688.4906,1.7773,0.1325,4.9883,4.3447,3.211,0.5757,52.1365,121.22,0.6967,129.3427,68.2428,8.1227,47.5454,818.9133,12.7632,0.2061,28.8096,23.2039,16.0464,4.783,278.4464,11.5605,0.1456,35.5218,30.6085,23.9613,4.4567,367.302,13.0874,0.2873,22.4555,16.6334,9.3681,4.7795,199.6004,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,202.51913888888888,81.47891666666668,199.84275
estacion_virtual_1188,Santiago del Estero,NOA,VIRTUAL,-26.5,-62.0,159.0,,10.25,0.5011,12.45,7.7667,2.2,3.892,93.2,23.6141,0.1316,70.4382,59.3252,46.8241,7.8089,711.9025,1.641,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,122.5022,0.6469,133.6561,74.1868,11.1539,47.9913,890.241,12.8355,0.2084,28.7499,23.0081,15.9144,4.7952,276.0969,11.7795,0.1495,35.2882,30.2146,23.5087,4.5179,362.5749,13.0384,0.2859,22.5382,16.632,9.4998,4.7547,199.5842,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,203.94980555555557,81.87188888888889,200.1628333333333
estacion_virtual_1189,Chaco,NEA,VIRTUAL,-26.5,-61.5,132.0,,8.2,0.4459,10.75,7.2542,2.55,3.2348,87.05,22.7808,0.12,72.9276,61.6098,50.1468,7.3951,739.3179,1.641,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,127.2951,0.5992,144.5456,85.2026,17.2505,51.0536,1022.4309,12.8379,0.2085,28.7344,22.925,15.8965,4.779,275.1004,11.913,0.1511,35.3161,30.1177,23.4031,4.5501,361.4126,12.9579,0.2841,22.5256,16.5984,9.5677,4.7158,199.1814,1405.913,1316.8187,-23.0859,23.4498,13.636,10.3347,3.4141,49.9498,203.94980555555557,81.87188888888889,200.1628333333333
estacion_virtual_119,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.5,-66.0,928.0,,4.05,0.1612,9.55,7.4958,5.5,1.2084,89.95,3.4766,0.0121,90.3301,88.7226,86.8535,1.0694,1064.671,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,23.5855,0.2375,41.6505,26.4734,18.065,6.2883,317.681,17.4858,-0.2934,-11.4091,-21.916,-28.8949,6.4291,-262.9922,16.6376,-0.3148,-9.3862,-19.4612,-26.0238,6.1273,-233.5347,17.6464,-0.2627,-13.9786,-24.6318,-31.625,6.4708,-295.5815,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.4141,98.9498,135.745,67.15983333333332,156.87745833333335
