estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_1289,Jujuy,NOA,VIRTUAL,-23.0000,-66.5000,4217.0000,,17.7000,0.9630,18.0000,7.5417,0.3000,7.2624,90.5000,37.8594,0.3727,59.4232,37.1385,21.5638,13.8423,445.6624,2.7781,0.4470,4.0469,2.2060,1.2688,0.9860,26.4715,113.0026,1.0459,115.0659,43.0664,2.0633,45.0418,516.7972,8.8403,0.5859,9.7367,5.6736,0.8964,3.3243,68.0834,8.9510,0.1985,19.8776,15.9168,10.9266,3.1594,191.0015,6.8420,-1.1126,1.5742,-2.3917,-5.2678,2.6611,-28.7008,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_129,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-71.5000,904.0000,,5.2000,0.2151,9.7500,7.2500,4.5500,1.5596,87.0000,5.3072,0.0181,93.3200,91.4429,88.0128,1.6556,1097.3147,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,12.1433,0.1773,26.2347,21.5525,14.0914,3.8219,258.6304,15.0932,-0.2532,-12.9310,-21.4844,-28.0242,5.4404,-257.8130,14.4132,-0.2804,-10.4129,-18.7544,-24.8261,5.2591,-225.0525,15.2738,-0.2181,-16.0782,-24.6079,-31.3520,5.3675,-295.2953,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_1290,Jujuy,NOA,VIRTUAL,-23.0000,-66.0000,4357.0000,,17.7000,0.9630,18.0000,7.5417,0.3000,7.2624,90.5000,37.8594,0.3727,59.4232,37.1385,21.5638,13.8423,445.6624,2.7447,0.3919,4.0234,2.4134,1.2787,0.9459,28.9605,113.0026,1.0459,115.0659,43.0664,2.0633,45.0418,516.7972,8.8403,0.5859,9.7367,5.6736,0.8964,3.3243,68.0834,8.9510,0.1985,19.8776,15.9168,10.9266,3.1594,191.0015,6.8420,-1.1126,1.5742,-2.3917,-5.2678,2.6611,-28.7008,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1291,Jujuy,NOA,VIRTUAL,-23.0000,-65.5000,2617.0000,,17.6500,0.8701,18.2000,8.3750,0.5500,7.2873,100.5000,34.9950,0.2683,68.4170,49.7075,33.4220,13.3348,596.4899,2.7447,0.3919,4.0234,2.4134,1.2787,0.9459,28.9605,139.9598,1.0016,142.5884,54.3738,2.6286,54.4612,652.4856,8.6822,0.4263,11.5316,7.6787,2.8494,3.2737,92.1441,7.4763,0.1451,21.1713,17.7822,13.6950,2.5794,213.3864,7.7354,-395.0720,3.8872,-0.0079,-3.8482,3.1277,-0.0950,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1292,Salta,NOA,VIRTUAL,-23.0000,-65.0000,793.0000,,16.5000,0.7810,17.3500,8.7167,0.8500,6.8078,104.6000,38.2494,0.2382,79.3776,61.0245,41.1282,14.5340,732.2944,2.6551,0.1824,5.7502,4.9083,3.0951,0.8951,58.8999,168.8631,0.9668,172.3341,65.9778,3.4710,63.7902,791.7341,7.2796,0.2347,14.9568,11.8371,7.6772,2.7786,142.0450,4.5835,0.0858,21.8708,19.5197,17.2873,1.6742,234.2367,8.8336,0.5881,9.9191,5.8812,1.0855,3.4588,70.5744,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1293,Salta,NOA,VIRTUAL,-23.0000,-63.0000,215.0000,,13.0000,0.6928,13.8000,7.4208,0.8000,5.1412,89.0500,32.6708,0.2073,69.8964,56.5221,37.2256,11.7144,678.2646,2.0981,0.1364,5.4660,4.6810,3.3679,0.6386,56.1718,193.6525,0.9456,197.5952,70.6756,3.9427,66.8340,848.1072,10.4821,0.1610,29.5449,25.2177,19.0628,4.0611,302.6124,10.3306,0.1149,37.2816,32.5636,26.9510,3.7417,390.7634,11.1534,0.2276,23.0546,18.6263,11.9012,4.2385,223.5157,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1294,Salta,NOA,VIRTUAL,-23.0000,-62.5000,199.0000,,13.2500,0.6595,13.9500,7.5958,0.7000,5.0092,91.1500,29.1332,0.1911,66.6290,54.9134,37.4958,10.4960,658.9607,2.0981,0.1364,5.4660,4.6810,3.3679,0.6386,56.1718,174.9879,0.8983,178.5545,64.5581,3.5666,57.9919,774.6977,9.9396,0.1534,29.6769,25.5928,19.7373,3.9271,307.1141,9.7726,0.1104,37.1845,32.8744,27.4119,3.6288,394.4927,10.6526,0.2130,23.3851,19.0535,12.7325,4.0575,228.6421,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1295,Formosa,NEA,VIRTUAL,-23.0000,-62.0000,188.0000,,11.9000,0.6211,12.9500,7.5125,1.0500,4.6661,90.1500,24.7204,0.1674,63.1464,53.6490,38.4260,8.9803,643.7880,1.8439,0.1151,5.3877,4.6594,3.5438,0.5361,55.9125,146.5807,0.8175,151.0858,60.2663,4.5051,49.2676,723.1953,10.0170,0.1507,30.0655,25.8880,20.0485,3.9006,310.6560,9.4762,0.1088,37.0035,33.0099,27.5273,3.5923,396.1192,10.6636,0.2071,23.8992,19.4633,13.2356,4.0308,233.5591,1405.9130,1316.8187,-23.0859,23.4498,13.3899,10.5853,0.0859,46.4498
estacion_virtual_1296,Jujuy,NOA,VIRTUAL,-22.5000,-66.5000,4119.0000,,16.1000,1.0325,16.2000,6.3667,0.1000,6.5738,76.4000,39.0097,0.3807,60.7522,38.6994,21.7425,14.7331,464.3928,2.7781,0.4470,4.0469,2.2060,1.2688,0.9860,26.4715,98.7447,1.0782,99.9268,35.9059,1.1821,38.7135,430.8707,9.0418,0.4934,10.8789,6.8559,1.8371,3.3825,82.2708,8.4149,0.1675,20.8344,17.0358,12.4195,2.8536,204.4294,7.8630,-2.5223,2.9212,-1.2658,-4.9418,3.1928,-15.1899,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_1297,Jujuy,NOA,VIRTUAL,-22.5000,-66.0000,3672.0000,,16.1000,1.0325,16.2000,6.3667,0.1000,6.5738,76.4000,39.0097,0.3807,60.7522,38.6994,21.7425,14.7331,464.3928,2.7447,0.3919,4.0234,2.4134,1.2787,0.9459,28.9605,98.7447,1.0782,99.9268,35.9059,1.1821,38.7135,430.8707,9.0418,0.4934,10.8789,6.8559,1.8371,3.3825,82.2708,8.4149,0.1675,20.8344,17.0358,12.4195,2.8536,204.4294,7.8630,-2.5223,2.9212,-1.2658,-4.9418,3.1928,-15.1899,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_1298,Salta,NOA,VIRTUAL,-22.5000,-65.0000,2632.0000,,17.4500,0.8036,18.2000,8.6833,0.7500,6.9778,104.2000,43.1251,0.2758,80.1811,59.8944,37.0560,16.5168,718.7327,2.6551,0.1824,5.7502,4.9083,3.0951,0.8951,58.8999,148.9654,0.9691,152.2265,59.5807,3.2611,57.7398,714.9687,6.3617,0.1967,14.9228,12.1839,8.5611,2.3960,146.2074,4.0216,0.0706,22.3132,20.0510,18.2916,1.4161,240.6123,7.8813,0.4955,9.7662,6.3287,1.8849,3.1362,75.9442,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_1299,Salta,NOA,VIRTUAL,-22.5000,-64.5000,922.0000,,15.6500,0.7129,16.6000,8.5583,0.9500,6.1010,102.7000,40.7250,0.2497,76.3958,58.0782,35.6708,14.5017,696.9379,2.6551,0.1824,5.7502,4.9083,3.0951,0.8951,58.8999,185.1641,0.9470,188.9406,73.6490,3.7765,69.7438,883.7881,8.5101,0.1465,25.7128,22.1047,17.2027,3.2388,265.2567,8.2919,0.1034,32.7435,28.6858,24.4516,2.9670,344.2294,9.3945,0.2163,20.2104,16.3034,10.8159,3.5271,195.6407,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_13,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-46.5000,115.0000,,2.5500,0.1687,5.8000,4.4917,3.2500,0.7576,53.9000,2.1619,0.0080,94.5404,93.5027,92.3785,0.7444,1122.0319,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,5.2506,0.1290,17.4385,14.2192,12.1879,1.8341,170.6307,24.6439,-0.3465,-11.3253,-26.1450,-35.9692,9.0599,-313.7399,23.4572,-0.3612,-9.7019,-23.9036,-33.1591,8.6331,-286.8432,25.3565,-0.3230,-13.3922,-28.6845,-38.7487,9.2649,-344.2137,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_130,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-71.0000,985.0000,,5.2000,0.2151,9.7500,7.2500,4.5500,1.5596,87.0000,5.3072,0.0181,93.3200,91.4429,88.0128,1.6556,1097.3147,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,12.1433,0.1773,26.2347,21.5525,14.0914,3.8219,258.6304,15.0932,-0.2532,-12.9310,-21.4844,-28.0242,5.4404,-257.8130,14.4132,-0.2804,-10.4129,-18.7544,-24.8261,5.2591,-225.0525,15.2738,-0.2181,-16.0782,-24.6079,-31.3520,5.3675,-295.2953,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_1300,Salta,NOA,VIRTUAL,-22.5000,-63.0000,272.0000,,13.3500,0.6503,14.0500,7.8917,0.7000,5.1323,94.7000,32.8801,0.2067,70.2836,56.8216,37.4035,11.7422,681.8586,2.0981,0.1364,5.4660,4.6810,3.3679,0.6386,56.1718,184.3264,0.9185,188.0259,70.1979,3.6995,64.4801,842.3749,10.0216,0.1539,29.3403,25.1751,19.3187,3.8744,302.1015,9.8933,0.1101,36.9616,32.4348,27.0683,3.5708,389.2176,10.6843,0.2164,22.9355,18.7060,12.2512,4.0483,224.4722,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_1301,Salta,NOA,VIRTUAL,-22.5000,-62.5000,244.0000,,12.8500,0.6337,13.5500,7.7792,0.7000,4.9295,93.3500,29.7359,0.1934,67.2700,55.3075,37.5341,10.6991,663.6897,2.0981,0.1364,5.4660,4.6810,3.3679,0.6386,56.1718,169.8388,0.8854,173.1137,65.2379,3.2749,57.7607,782.8545,9.5581,0.1467,29.6454,25.7074,20.0873,3.7702,308.4893,9.5181,0.1065,37.0932,32.8718,27.5751,3.5013,394.4614,10.2079,0.2021,23.3914,19.2847,13.1835,3.8972,231.4170,1405.9130,1316.8187,-23.0859,23.4498,13.3559,10.6199,0.5859,45.9498
estacion_virtual_1302,Salta,NOA,VIRTUAL,-22.0000,-63.5000,250.0000,,14.9500,0.6799,15.7500,8.4083,0.8000,5.7171,100.9000,35.5330,0.2152,74.9376,59.5068,39.4046,12.8050,714.0818,2.4516,0.1620,5.5569,4.8315,3.1053,0.7827,57.9779,178.0380,0.9235,181.0834,71.1128,3.0454,65.6744,853.3533,8.6791,0.1489,26.0846,22.4785,17.4055,3.3482,269.7419,8.1103,0.1001,33.3276,29.5395,25.2173,2.9563,354.4737,9.3481,0.2150,20.2379,16.4686,10.8898,3.5410,197.6234,1405.9130,1316.8187,-23.0859,23.4498,13.3222,10.6542,1.0859,45.4498
estacion_virtual_1303,Salta,NOA,VIRTUAL,-22.0000,-63.0000,228.0000,,13.5500,0.6363,14.3000,8.0958,0.7500,5.1516,97.1500,32.6864,0.2038,70.6708,57.3114,37.9844,11.6826,687.7371,2.0537,0.1260,5.6324,4.9009,3.5787,0.6177,58.8112,178.2141,0.9093,181.0511,69.6817,2.8370,63.3616,836.1806,9.5412,0.1473,29.0188,25.0290,19.4776,3.6880,300.3477,9.4261,0.1060,36.4097,32.1025,26.9836,3.4020,385.2296,10.1133,0.2041,22.7949,18.7765,12.6816,3.8316,225.3179,1405.9130,1316.8187,-23.0859,23.4498,13.3222,10.6542,1.0859,45.4498
estacion_virtual_131,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-70.5000,1036.0000,,4.1500,0.2004,8.8500,6.8250,4.7000,1.3676,81.9000,4.6451,0.0158,92.4666,90.7786,87.8215,1.4330,1089.3428,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,11.1475,0.1678,25.1349,20.5017,13.9874,3.4400,246.0200,14.8350,-0.2490,-13.0203,-21.3520,-27.8553,5.3167,-256.2239,14.1055,-0.2765,-10.4515,-18.5834,-24.5570,5.1391,-223.0014,14.9438,-0.2133,-16.2467,-24.5346,-31.1905,5.2336,-294.4147,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_132,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-70.0000,1138.0000,,4.0500,0.1980,8.7500,6.8542,4.7000,1.3574,82.2500,4.4303,0.0152,92.5239,90.9271,88.0936,1.3830,1091.1253,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,11.2309,0.1693,25.2747,20.4711,14.0438,3.4658,245.6537,14.6113,-0.2438,-13.2843,-21.4975,-27.8956,5.2401,-257.9701,13.9999,-0.2708,-10.7228,-18.7706,-24.7227,5.0831,-225.2468,14.6052,-0.2082,-16.5139,-24.6297,-31.1191,5.1280,-295.5564,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_133,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-69.5000,834.0000,,3.6500,0.1913,8.2000,6.5458,4.5500,1.2524,78.5500,4.1403,0.0141,92.7195,91.2260,88.5792,1.2865,1094.7116,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,10.8778,0.1681,24.9334,19.8407,14.0556,3.3348,238.0885,14.3122,-0.2366,-13.6555,-21.7031,-27.9677,5.1340,-260.4366,13.7376,-0.2617,-11.1008,-18.9730,-24.8384,4.9654,-227.6756,14.2625,-0.2020,-16.9210,-24.8495,-31.1835,5.0189,-298.1942,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_134,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-69.0000,577.0000,,3.4000,0.1843,7.8000,6.2458,4.4000,1.1510,74.9500,3.9121,0.0125,93.2373,91.6910,89.3252,1.1426,1100.2920,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,9.8442,0.1639,24.3430,18.9387,14.4988,3.1043,227.2642,13.9486,-0.2278,-14.1237,-21.9710,-28.0723,5.0042,-263.6515,13.3372,-0.2497,-11.5817,-19.2013,-24.9189,4.7938,-230.4159,13.9289,-0.1950,-17.4507,-25.1871,-31.3796,4.9113,-302.2455,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_135,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-68.5000,473.0000,,3.4000,0.1843,7.8000,6.2458,4.4000,1.1510,74.9500,3.9121,0.0125,93.2373,91.6910,89.3252,1.1426,1100.2920,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,9.8442,0.1639,24.3430,18.9387,14.4988,3.1043,227.2642,13.9486,-0.2278,-14.1237,-21.9710,-28.0723,5.0042,-263.6515,13.3372,-0.2497,-11.5817,-19.2013,-24.9189,4.7938,-230.4159,13.9289,-0.1950,-17.4507,-25.1871,-31.3796,4.9113,-302.2455,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_136,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-68.0000,544.0000,,3.3000,0.1459,8.1000,6.6083,4.8000,0.9641,79.3000,3.3366,0.0099,93.6314,92.0801,90.2948,0.9138,1104.9607,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,7.5213,0.1230,24.5848,19.9179,17.0635,2.4505,239.0149,13.7272,-0.2233,-14.3490,-22.1422,-28.0762,4.9437,-265.7064,13.2550,-0.2438,-11.8955,-19.5026,-25.1505,4.7553,-234.0311,13.6754,-0.1919,-17.5763,-25.2224,-31.2517,4.8393,-302.6686,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_137,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-67.5000,520.0000,,3.0500,0.1582,7.7000,6.4458,4.6500,1.0197,77.3500,2.3060,0.0072,93.0286,91.5696,90.7226,0.6586,1098.8358,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,8.2722,0.1337,24.1606,20.0331,15.8884,2.6786,240.3978,13.7765,-0.2252,-14.2076,-22.1173,-27.9841,4.9802,-265.4078,13.4402,-0.2468,-11.8258,-19.6013,-25.2660,4.8374,-235.2151,13.7818,-0.1966,-17.1536,-24.9854,-30.9354,4.9114,-299.8242,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_138,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-67.0000,475.0000,,3.9500,0.2040,7.9500,6.0083,4.0000,1.2255,72.1000,2.6555,0.0076,91.7513,90.4196,89.0958,0.6893,1085.0350,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,15.1402,0.2073,29.5748,20.1349,14.4346,4.1742,241.6183,13.9430,-0.2298,-13.8983,-21.9656,-27.8413,5.0481,-263.5877,13.6016,-0.2517,-11.5713,-19.4954,-25.1729,4.9071,-233.9444,13.8860,-0.2011,-16.7761,-24.7771,-30.6621,4.9826,-297.3247,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_139,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-66.5000,155.0000,,4.9500,0.2682,8.3500,5.5625,3.4000,1.4921,66.7500,3.5763,0.0125,90.1893,88.6389,86.6130,1.1094,1063.6666,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,22.1150,0.3027,35.1811,20.2262,13.0661,6.1218,242.7149,14.1830,-0.2374,-13.4156,-21.6853,-27.5986,5.1479,-260.2239,13.7103,-0.2587,-11.1259,-19.1696,-24.8362,4.9598,-230.0347,14.1418,-0.2086,-16.2673,-24.5398,-30.4091,5.1189,-294.4772,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_14,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-46.0000,114.0000,,2.5500,0.1687,5.8000,4.4917,3.2500,0.7576,53.9000,2.1619,0.0080,94.5404,93.5027,92.3785,0.7444,1122.0319,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,5.2506,0.1290,17.4385,14.2192,12.1879,1.8341,170.6307,24.6439,-0.3465,-11.3253,-26.1450,-35.9692,9.0599,-313.7399,23.4572,-0.3612,-9.7019,-23.9036,-33.1591,8.6331,-286.8432,25.3565,-0.3230,-13.3922,-28.6845,-38.7487,9.2649,-344.2137,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_140,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-66.0000,65.0000,,4.9500,0.2682,8.3500,5.5625,3.4000,1.4921,66.7500,3.5763,0.0125,90.1893,88.6389,86.6130,1.1094,1063.6666,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,22.1150,0.3027,35.1811,20.2262,13.0661,6.1218,242.7149,14.1830,-0.2374,-13.4156,-21.6853,-27.5986,5.1479,-260.2239,13.7103,-0.2587,-11.1259,-19.1696,-24.8362,4.9598,-230.0347,14.1418,-0.2086,-16.2673,-24.5398,-30.4091,5.1189,-294.4772,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_141,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-65.5000,65.0000,,5.4000,0.2804,8.6500,5.5792,3.2500,1.5642,66.9500,5.4813,0.0193,89.1961,86.3647,83.7148,1.6711,1036.3768,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,28.7309,0.3795,41.3631,21.2587,12.6322,8.0671,255.1045,14.6563,-0.2513,-12.6338,-21.2434,-27.2901,5.3374,-254.9205,13.9867,-0.2724,-10.3805,-18.6438,-24.3672,5.0777,-223.7258,14.7609,-0.2218,-15.4633,-24.1721,-30.2242,5.3622,-290.0655,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_142,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-65.0000,63.0000,,5.3000,0.2526,9.1500,6.2750,3.8500,1.5852,75.3000,7.0319,0.0261,87.9963,84.0730,80.9644,2.1925,1008.8763,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,34.0279,0.3887,48.3811,24.5909,14.3532,9.5580,295.0906,15.5588,-0.2745,-11.5132,-20.7122,-27.0720,5.6846,-248.5460,14.7580,-0.2972,-9.3386,-18.1107,-24.0966,5.3822,-217.3288,15.7432,-0.2433,-14.2673,-23.6270,-30.0105,5.7488,-283.5236,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_143,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-75.0000,-64.5000,59.0000,,4.7500,0.1945,9.7500,7.3750,5.0000,1.4341,88.5000,5.2501,0.0184,88.0417,84.9934,82.7916,1.5641,1019.9208,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,32.7619,0.3294,49.9967,27.7280,17.2348,9.1344,332.7355,17.3378,-0.3061,-10.4967,-20.8466,-27.8345,6.3805,-250.1592,16.4929,-0.3310,-8.4136,-18.3341,-24.9065,6.0695,-220.0090,17.5379,-0.2725,-13.1444,-23.6467,-30.6823,6.4440,-283.7599,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.9141,98.4498
estacion_virtual_144,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-73.5000,1488.0000,,6.8000,0.1515,16.4500,13.6083,9.6500,2.0613,163.3000,4.0854,0.0121,93.4214,91.6440,89.3360,1.1086,1099.7276,1.9707,0.1153,7.2101,6.0915,5.2394,0.7023,60.9153,47.5200,0.2362,78.3074,57.4395,30.7874,13.5680,689.2737,14.7816,-0.2597,-11.9087,-19.9561,-26.6903,5.1828,-239.4736,13.6855,-0.2806,-9.6037,-17.3388,-23.2892,4.8656,-208.0652,15.2197,-0.2274,-14.8975,-22.9558,-30.1172,5.2203,-275.4698,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_145,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-73.0000,1571.0000,,6.6000,0.1440,16.4500,13.7000,9.8500,1.9735,164.4000,4.6854,0.0144,94.0356,92.1411,89.3502,1.3259,1105.6933,1.9707,0.1153,7.2101,6.0915,5.2394,0.7023,60.9153,49.0107,0.2328,81.3686,59.3944,32.3579,13.8242,712.7327,14.8261,-0.2592,-12.0340,-20.1568,-26.8601,5.2238,-241.8816,13.9386,-0.2821,-9.7469,-17.6498,-23.6855,4.9793,-211.7975,15.0742,-0.2258,-14.9692,-23.0299,-30.0434,5.2003,-276.3588,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_146,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-72.5000,1805.0000,,6.3000,0.1353,16.2000,13.6375,9.9000,1.8445,163.6500,4.9153,0.0154,94.4187,92.4956,89.5034,1.4232,1109.9471,1.9707,0.1153,7.2101,6.0915,5.2394,0.7023,60.9153,48.2789,0.2281,81.1153,59.1733,32.8364,13.4985,710.0792,14.8019,-0.2562,-12.2609,-20.3851,-27.0628,5.2235,-244.6207,14.0417,-0.2802,-9.9555,-17.9015,-23.9972,5.0154,-214.8182,14.9544,-0.2226,-15.2019,-23.2357,-30.1563,5.1733,-278.8278,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_147,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-72.0000,1784.0000,,6.4500,0.1386,16.2500,13.4375,9.8000,1.8628,161.2500,4.8604,0.0155,94.6115,92.7561,89.7511,1.4337,1113.0728,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,45.2833,0.2216,77.4906,56.7317,32.2073,12.5726,680.7799,14.7058,-0.2510,-12.5925,-20.6413,-27.2983,5.1807,-247.6951,13.9689,-0.2746,-10.2349,-18.0928,-24.2038,4.9674,-217.1136,14.8405,-0.2179,-15.6070,-23.5685,-30.4475,5.1355,-282.8225,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
