estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
aeroparque_aero,CAPITAL FEDERAL,Pampeana,SABE,-34.5500,-58.4167,6.0000,87582.0000,3.0000,0.1572,7.5000,5.9250,4.5000,0.9314,71.1000,11.3000,0.0529,76.4000,71.4417,65.1000,3.7802,857.3000,1.1000,0.1123,4.2000,3.6250,3.1000,0.4070,43.5000,62.9000,0.2529,117.5000,92.2417,54.6000,23.3298,1106.9000,13.2000,0.2625,24.5000,18.0500,11.3000,4.7383,216.6000,14.0000,0.2304,28.4000,21.6083,14.4000,4.9780,259.3000,12.4000,0.3025,20.8000,14.7250,8.4000,4.4540,176.7000,1405.9130,1316.8187,-23.0859,23.4498,14.2757,9.6829,11.4641,57.9998
azul_aero,BUENOS AIRES,Pampeana,SAZA,-36.8167,-59.8833,147.0000,87641.0000,3.9000,0.2332,7.3000,5.5583,3.4000,1.2965,66.7000,17.9000,0.0772,81.4000,74.1000,63.5000,5.7225,889.2000,1.0000,0.0991,4.2000,3.7333,3.2000,0.3701,44.8000,76.8000,0.3301,113.9000,77.9583,37.1000,25.7374,935.5000,14.7000,0.3740,21.6000,14.1167,6.9000,5.2796,169.4000,16.3000,0.2729,29.5000,21.1667,13.2000,5.7768,254.0000,12.2000,0.5673,14.0000,7.7917,1.8000,4.4199,93.5000,1405.9130,1316.8187,-23.0859,23.4498,14.4809,9.4737,13.7308,60.2665
bahia_blanca_aero,BUENOS AIRES,Pampeana,SAZB,-38.7000,-62.1500,83.0000,87750.0000,3.2000,0.1973,6.7000,4.9750,3.5000,0.9818,59.7000,23.2000,0.1186,75.2000,64.6417,52.0000,7.6662,775.7000,1.2000,0.1163,4.1000,3.5750,2.9000,0.4159,42.9000,38.9000,0.2962,70.6000,53.2583,31.7000,15.7777,639.1000,16.0000,0.3697,23.6000,15.4083,7.6000,5.6962,184.9000,17.3000,0.2758,31.2000,22.4250,13.9000,6.1846,269.1000,13.9000,0.5300,16.3000,9.2417,2.4000,4.8985,110.9000,1405.9130,1316.8187,-23.0859,23.4498,14.6623,9.2886,15.6141,62.1498
bariloche_aero,RIO NEGRO,Patagonia,SAZS,-41.1333,-71.1500,835.0000,87765.0000,10.8000,0.5631,13.3000,6.8167,2.5000,3.8388,81.8000,27.2000,0.1569,79.1000,65.0167,51.9000,10.2024,780.2000,2.7000,0.2230,5.4000,4.0083,2.7000,0.8939,48.1000,150.8000,0.7443,168.3000,67.7083,17.5000,50.3945,812.5000,13.3000,0.5706,15.4000,8.4583,2.1000,4.8263,101.5000,16.5000,0.4058,23.2000,14.9333,6.7000,6.0604,179.2000,8.6000,1.2221,7.0000,2.5167,-1.6000,3.0757,30.2000,1405.9130,1316.8187,-23.0859,23.4498,14.9141,9.0317,18.0474,64.5831
base_belgrano_ii,ANTARTIDA,Antártida,SAYB,-77.8667,-34.6167,256.0000,89034.0000,0.8800,0.0847,4.5400,4.2900,3.6600,0.3632,51.4800,9.4600,0.0319,86.4000,84.5650,76.9400,2.6977,1014.7800,1.5000,0.1007,5.4000,4.6083,3.9000,0.4641,55.3000,12.8000,0.1539,42.7800,34.0283,29.9800,5.2374,408.3400,18.3000,-0.5120,-2.6000,-13.2167,-20.9000,6.7667,-158.6000,18.3000,-0.6983,0.8000,-9.7500,-17.5000,6.8086,-117.0000,18.9000,-0.3952,-6.1000,-17.3833,-25.0000,6.8695,-208.6000,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,54.7808,101.3165
base_carlini_ex_jubany,ANTARTIDA,Antártida,SAYJ,-62.2333,-58.6500,11.0000,89053.0000,0.9400,0.0353,8.6200,8.1933,7.6800,0.2889,98.3200,4.9400,0.0151,87.6000,85.2850,82.6600,1.2872,1023.4200,0.7000,0.0368,7.1000,6.7750,6.4000,0.2491,81.3000,7.0800,0.0625,41.7400,37.6800,34.6600,2.3551,452.1600,8.0000,-1.7699,2.2000,-1.6500,-5.8000,2.9203,-19.8000,7.3000,4.2382,4.3000,0.6167,-3.0000,2.6135,7.4000,9.4000,-0.8502,0.4000,-4.0167,-9.0000,3.4149,-48.2000,1405.9130,1316.8187,-23.0859,23.4498,19.2074,4.6033,39.1474,85.6831
base_esperanza,ANTARTIDA,Antártida,SAYE,-63.3833,-56.9833,24.0000,88963.0000,2.3400,0.1045,7.9400,7.1467,5.6000,0.7467,85.7600,5.6200,0.0260,85.0200,82.9667,79.4000,2.1540,995.6000,1.2000,0.0646,6.3000,5.6917,5.1000,0.3679,68.3000,10.9400,0.1014,39.5200,33.7300,28.5800,3.4190,404.7600,12.3000,-1.0045,1.5000,-4.5250,-10.8000,4.5456,-54.3000,10.7000,-4.9045,4.3000,-0.8083,-6.4000,3.9645,-9.7000,13.8000,-0.6366,-1.2000,-7.9750,-15.0000,5.0769,-95.7000,1405.9130,1316.8187,-23.0859,23.4498,19.7699,4.0067,40.2974,86.8331
base_marambio,ANTARTIDA,Antártida,SAWB,-64.2333,-56.6167,198.0000,89055.0000,1.8600,0.0637,8.6200,7.6133,6.7600,0.4848,91.3600,7.5400,0.0260,90.2000,85.0167,82.6600,2.2079,1020.2000,1.8000,0.1110,6.6000,5.6833,4.8000,0.6308,68.2000,12.9400,0.0931,41.7400,34.4633,28.8000,3.2097,413.5600,14.1000,-0.6706,-0.8000,-8.0167,-14.9000,5.3758,-96.2000,12.4000,-1.0644,1.7000,-4.3333,-10.7000,4.6125,-52.0000,16.3000,-0.5372,-3.0000,-11.4500,-19.3000,6.1513,-137.4000,1405.9130,1316.8187,-23.0859,23.4498,20.2682,3.4695,41.1474,87.6831
base_orcadas,ANTARTIDA,Antártida,SAYO,-60.7333,-44.7333,12.0000,88968.0000,1.6400,0.1149,6.1400,5.2250,4.5000,0.6002,62.7000,2.1000,0.0083,88.0000,87.1683,85.9000,0.7253,1046.0200,1.3000,0.0627,7.5000,6.9500,6.2000,0.4359,83.4000,10.5800,0.0939,42.5400,37.8717,31.9600,3.5577,454.4600,10.8000,-1.2537,1.4000,-3.1000,-9.4000,3.8863,-37.2000,8.9000,-27.5933,3.6000,-0.1167,-5.3000,3.2192,-1.4000,13.7000,-0.7980,-0.4000,-6.1167,-14.1000,4.8813,-73.4000,1405.9130,1316.8187,-23.0859,23.4498,18.6022,5.2378,37.6474,84.1831
base_san_martin,ANTARTIDA,Antártida,SAYS,-68.1167,-67.1000,7.0000,89066.0000,1.2600,0.0481,8.6200,7.9900,7.3600,0.3842,95.8800,11.4600,0.0464,82.6600,78.0350,71.2000,3.6225,936.4200,1.3000,0.0690,6.5000,6.0667,5.2000,0.4185,72.8000,8.8600,0.0853,41.7400,36.4617,32.8800,3.1117,437.5400,13.4000,-1.1046,1.9000,-4.3750,-11.5000,4.8325,-52.5000,11.8000,-3.6645,4.5000,-1.1417,-7.3000,4.1836,-13.7000,15.8000,-0.7315,-0.5000,-7.9250,-16.3000,5.7969,-95.1000,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,45.0308,91.5665
bernardo_de_irigoyen_aero,MISIONES,NEA,SATI,-26.2667,-53.6667,815.0000,87163.0000,5.5000,0.1866,12.0000,9.4333,6.5000,1.7603,113.2000,12.4000,0.0505,79.8000,75.4583,67.4000,3.8097,905.5000,1.3000,0.0797,5.3000,4.7417,4.0000,0.3777,56.9000,171.5000,0.2195,277.9000,187.4667,106.4000,41.1551,2249.6000,8.0000,0.1535,22.9000,19.2750,14.9000,2.9588,231.3000,8.8000,0.1325,28.1000,24.2250,19.3000,3.2105,290.7000,7.8000,0.1819,19.0000,15.3833,11.2000,2.7983,184.6000,1405.9130,1316.8187,-23.0859,23.4498,13.6191,10.3519,3.1808,49.7165
bolivar_aero,BUENOS AIRES,Pampeana,SAZI,-36.1833,-61.0667,94.0000,87640.0000,4.5000,0.2720,8.0000,5.8333,3.5000,1.5865,70.0000,15.8000,0.0688,81.8000,74.7833,66.0000,5.1437,897.4000,0.9000,0.0977,4.2000,3.7417,3.3000,0.3655,44.9000,97.6000,0.4086,133.0000,84.8417,35.4000,34.6628,1018.1000,15.0000,0.3556,22.3000,14.9917,7.3000,5.3304,179.9000,15.8000,0.2564,29.6000,21.9333,13.8000,5.6229,263.2000,13.0000,0.5249,15.0000,8.7583,2.0000,4.5971,105.1000,1405.9130,1316.8187,-23.0859,23.4498,14.4222,9.5335,13.0974,59.6331
buenos_aires_observatorio,CAPITAL FEDERAL,Pampeana,SABA,-34.5833,-58.4833,25.0000,87585.0000,3.0000,0.1640,7.9000,6.3750,4.9000,1.0454,76.5000,15.9000,0.0758,78.7000,71.2333,62.8000,5.3962,854.8000,1.1000,0.1152,4.3000,3.7083,3.2000,0.4274,44.5000,72.9000,0.2553,134.4000,104.8000,61.5000,26.7578,1257.6000,13.9000,0.2724,24.9000,18.0833,11.0000,4.9252,217.0000,14.6000,0.2258,30.1000,22.9750,15.5000,5.1881,275.7000,12.7000,0.3275,20.2000,13.8250,7.5000,4.5281,165.9000,1405.9130,1316.8187,-23.0859,23.4498,14.2786,9.6799,11.4974,58.0331
catamarca_aero,CATAMARCA,NOA,SANC,-28.5833,-65.7500,464.0000,87222.0000,6.4000,0.6424,7.0000,3.5167,0.6000,2.2591,42.2000,26.0000,0.1679,66.5000,54.7167,40.5000,9.1856,656.6000,1.1000,0.1261,3.5000,3.1000,2.4000,0.3908,37.2000,78.0000,0.8654,80.9000,34.2583,2.9000,29.6474,411.1000,16.1000,0.2792,27.8000,21.0417,11.7000,5.8754,252.5000,14.4000,0.1859,34.6000,28.3750,20.2000,5.2754,340.5000,17.4000,0.4352,21.9000,14.5833,4.5000,6.3468,175.0000,1405.9130,1316.8187,-23.0859,23.4498,13.7905,10.1773,5.4974,52.0331
ceres_aero,SANTA FE,Pampeana,SANW,-29.8667,-61.9333,88.0000,87257.0000,6.1000,0.4819,7.4000,4.8250,1.3000,2.3250,57.9000,14.6000,0.0720,80.8000,73.2000,66.2000,5.2738,878.4000,1.1000,0.1099,4.1000,3.4333,3.0000,0.3774,41.2000,138.9000,0.6841,147.3000,78.6000,8.4000,53.7697,943.2000,13.9000,0.2566,25.5000,19.0750,11.6000,4.8938,228.9000,13.2000,0.1796,32.3000,26.1000,19.1000,4.6889,313.2000,13.3000,0.3542,19.4000,13.2500,6.1000,4.6932,159.0000,1405.9130,1316.8187,-23.0859,23.4498,13.8891,10.0768,6.7808,53.3165
chamical_aero,LA RIOJA,NOA,SACT,-30.3333,-66.2833,461.0000,87320.0000,5.4000,0.6835,5.8000,3.0417,0.4000,2.0791,36.5000,23.8000,0.1498,70.3000,58.7167,46.5000,8.7983,704.6000,1.7000,0.1714,3.9000,3.2250,2.2000,0.5529,38.7000,90.7000,0.9321,93.4000,38.3417,2.7000,35.7392,460.1000,16.0000,0.2895,27.0000,19.8750,11.0000,5.7536,238.5000,15.2000,0.2088,33.8000,26.8750,18.6000,5.6125,322.5000,15.6000,0.4043,20.6000,13.7417,5.0000,5.5551,164.9000,1405.9130,1316.8187,-23.0859,23.4498,13.9257,10.0396,7.2474,53.7831
chilecito_aero,LA RIOJA,NOA,SANO,-29.2167,-67.4333,947.0000,87213.0000,4.5600,0.8585,4.8600,2.0217,0.3000,1.7356,24.2600,17.5000,0.0989,68.5000,59.4233,51.0000,5.8783,713.0800,1.7000,0.2113,3.6000,2.8167,1.9000,0.5952,33.8000,51.7400,1.0652,52.9400,17.1817,1.2000,18.3015,206.1800,16.2000,0.3176,25.7000,18.5917,9.5000,5.9046,223.1000,15.7000,0.2194,33.7000,26.5917,18.0000,5.8330,319.1000,17.6000,0.5755,19.1000,11.2167,1.5000,6.4553,134.6000,1405.9130,1316.8187,-23.0859,23.4498,13.8388,10.1281,6.1308,52.6665
comodoro_rivadavia_aero,CHUBUT,Patagonia,SAVC,-45.7833,-67.4500,46.0000,87860.0000,2.6000,0.2660,4.2000,2.8917,1.6000,0.7692,34.7000,20.0000,0.1441,59.0000,49.3333,39.0000,7.1069,592.0000,0.4000,0.0362,4.5000,4.3833,4.1000,0.1586,52.6000,26.5000,0.4180,37.2000,21.5083,10.7000,8.9903,258.1000,13.1000,0.3548,19.8000,13.1750,6.7000,4.6751,158.1000,15.3000,0.2952,26.3000,18.6917,11.0000,5.5173,224.3000,10.8000,0.4825,13.5000,8.0083,2.7000,3.8644,96.1000,1405.9130,1316.8187,-23.0859,23.4498,15.4640,8.4701,22.6974,69.2331
concordia_aero,ENTRE RIOS,NEA,SAAC,-31.3000,-58.0000,37.0000,87395.0000,3.8000,0.1834,8.1000,6.4167,4.3000,1.1769,77.0000,17.0000,0.0803,81.6000,73.0000,64.6000,5.8628,876.0000,1.1000,0.1152,4.0000,3.3417,2.9000,0.3848,40.1000,117.9000,0.3101,173.2000,122.3333,55.3000,37.9350,1468.0000,13.5000,0.2513,25.6000,18.9500,12.1000,4.7628,227.4000,14.1000,0.1997,31.9000,24.8833,17.8000,4.9684,298.6000,12.1000,0.3177,19.5000,13.5500,7.4000,4.3049,162.6000,1405.9130,1316.8187,-23.0859,23.4498,14.0027,9.9611,8.2141,54.7498
cordoba_aero,CORDOBA,Pampeana,SACO,-31.2833,-64.2000,495.0000,87344.0000,7.9000,0.6190,8.6000,5.0083,0.7000,3.1000,60.1000,20.1000,0.1093,75.1000,65.9833,55.0000,7.2149,791.8000,1.3000,0.0915,4.3000,3.7000,3.0000,0.3384,44.4000,140.5000,0.7694,146.5000,71.3583,6.0000,54.9036,856.3000,13.7000,0.2809,23.5000,17.2583,9.8000,4.8485,207.1000,12.2000,0.1770,29.9000,24.3917,17.7000,4.3175,292.7000,13.8000,0.4445,17.5000,11.1500,3.7000,4.9563,133.8000,1405.9130,1316.8187,-23.0859,23.4498,14.0014,9.9625,8.1974,54.7331
cordoba_observatorio,CORDOBA,Pampeana,SACK,-31.4167,-64.1833,425.0000,87345.0000,8.6000,0.6122,9.6000,5.3250,1.0000,3.2600,63.9000,17.9000,0.1018,73.6000,65.1500,55.7000,6.6315,781.8000,1.3000,0.0961,4.1000,3.5167,2.8000,0.3380,42.2000,137.2000,0.7617,143.9000,67.9667,6.7000,51.7677,815.6000,13.9000,0.2691,24.7000,18.3833,10.8000,4.9466,220.6000,12.8000,0.1794,31.2000,25.3417,18.4000,4.5472,304.1000,13.4000,0.3763,18.9000,12.7500,5.5000,4.7980,153.0000,1405.9130,1316.8187,-23.0859,23.4498,14.0121,9.9515,8.3308,54.8665
coronel_pringles_aero,BUENOS AIRES,PAMPEANA,SAZP,-38.0000,-61.3300,247.0000,87751.0000,4.3000,0.2393,7.6000,5.6583,3.3000,1.3541,67.9000,18.3000,0.0849,79.5000,71.3917,61.2000,6.0614,856.7000,1.0000,0.0979,4.3000,3.8583,3.3000,0.3777,46.3000,70.7000,0.3907,93.2000,62.7750,22.5000,24.5272,753.3000,15.3000,0.4008,21.5000,13.6500,6.2000,5.4705,163.8000,16.8000,0.2881,29.3000,20.7333,12.5000,5.9735,248.8000,12.6000,0.6303,13.7000,7.2250,1.1000,4.5539,86.7000,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
coronel_suarez_aero,BUENOS AIRES,Pampeana,SAZC,-37.4500,-61.8833,233.0000,87637.0000,4.3000,0.3155,7.0000,5.2000,2.7000,1.6407,57.2000,20.6000,0.0916,81.5000,72.5091,60.9000,6.6442,797.6000,0.9000,0.0887,4.4000,3.9745,3.5000,0.3526,43.7200,70.1000,0.4250,94.2000,62.9818,24.1000,26.7641,692.8000,14.5000,0.4004,21.3000,13.1436,6.8000,5.2632,144.5800,16.5000,0.2855,29.0000,20.1909,12.5000,5.7638,222.1000,13.4000,0.7186,13.8000,6.4636,0.4000,4.6446,71.1000,1405.9130,1316.8187,-23.0859,23.4498,14.5407,9.4127,14.3641,60.8998
corrientes_aero,CORRIENTES,NEA,SARC,-27.4333,-58.7500,62.0000,87166.0000,5.2000,0.2877,8.3000,6.2583,3.1000,1.8007,75.1000,11.9000,0.0555,80.4000,74.1250,68.5000,4.1128,889.5000,1.1000,0.0862,4.3000,3.6000,3.2000,0.3104,43.2000,152.6000,0.4858,184.8000,121.2583,32.2000,58.9079,1455.1000,11.7000,0.1951,26.9000,21.3750,15.2000,4.1698,256.5000,11.8000,0.1536,33.0000,27.3417,21.2000,4.2005,328.1000,11.2000,0.2430,21.6000,16.3500,10.4000,3.9737,196.2000,1405.9130,1316.8187,-23.0859,23.4498,13.7044,10.2650,4.3474,50.8831
dolores_aero,BUENOS AIRES,Pampeana,SAZD,-36.3167,-57.7167,9.0000,87648.0000,2.4000,0.1375,7.4000,6.1417,5.0000,0.8447,73.7000,14.1000,0.0602,85.2000,79.1917,71.1000,4.7676,950.3000,1.0000,0.1064,4.0000,3.5500,3.0000,0.3778,42.6000,50.5000,0.2123,109.2000,82.2167,58.7000,17.4539,986.6000,13.8000,0.3282,21.8000,15.0583,8.0000,4.9417,180.7000,14.9000,0.2506,28.5000,21.2500,13.6000,5.3245,255.0000,11.6000,0.4334,15.4000,9.6750,3.8000,4.1929,116.1000,1405.9130,1316.8187,-23.0859,23.4498,14.4344,9.5210,13.2308,59.7665
el_bolson_aero,RIO NEGRO,Patagonia,SAVB,-41.9500,-71.5333,326.0000,87800.0000,9.8000,0.4649,13.6000,7.8750,3.8000,3.6614,94.5000,24.6000,0.1289,83.8000,72.1417,59.2000,9.2983,865.7000,2.5000,0.1833,5.6000,4.3667,3.1000,0.8004,52.4000,142.3000,0.6507,173.1000,75.4667,30.8000,49.1063,905.6000,13.8000,0.4921,17.4000,10.1500,3.6000,4.9950,121.8000,16.9000,0.3608,25.7000,17.3333,8.8000,6.2545,208.0000,8.3000,0.8250,7.9000,3.6167,-0.4000,2.9838,43.4000,1405.9130,1316.8187,-23.0859,23.4498,15.0036,8.9404,18.8641,65.3998
el_calafate_aero,SANTA CRUZ,Patagonia,SAWC,-50.2833,-72.0500,204.0000,87904.0000,2.4000,0.3074,3.8000,2.6167,1.4000,0.8043,31.4000,31.8000,0.1975,78.4000,62.1917,46.6000,12.2804,746.3000,0.5000,0.0313,4.8000,4.4833,4.3000,0.1403,53.8000,13.4000,0.3195,20.3000,13.4000,6.9000,4.2815,160.8000,13.3000,0.6673,13.9000,7.4333,0.6000,4.9601,89.2000,14.0000,0.4085,19.2000,12.7000,5.2000,5.1877,152.4000,11.6000,2.8243,7.2000,1.4917,-4.4000,4.2129,17.9000,1405.9130,1316.8187,-23.0859,23.4498,16.1162,7.8029,27.1974,73.7331
el_palomar_aero,BUENOS AIRES,Pampeana,SADP,-34.6000,-58.6000,12.0000,87571.0000,2.9000,0.1668,7.3000,5.8217,4.4000,0.9709,69.8600,16.6000,0.0754,82.1000,74.0750,65.5000,5.5852,888.9000,1.0000,0.1006,4.2000,3.6750,3.2000,0.3696,44.1000,61.8000,0.2663,116.3000,91.3933,54.5000,24.3346,1096.7200,14.4000,0.3020,24.1000,17.0083,9.7000,5.1369,204.1000,13.7800,0.2203,29.6600,22.4600,15.8800,4.9488,269.5200,13.1600,0.3742,19.2400,12.5617,6.0800,4.7003,150.7400,1405.9130,1316.8187,-23.0859,23.4498,14.2801,9.6784,11.5141,58.0498
el_trebol,SANTA FE,PAMPEANA,,-32.2000,-61.7200,96.0000,87447.0000,5.8000,0.3976,8.0000,5.2250,2.2000,2.0776,62.7000,12.3000,0.0621,78.4000,72.3667,66.1000,4.4911,868.4000,0.9000,0.0921,4.1000,3.5417,3.2000,0.3260,42.5000,140.7000,0.5912,160.0000,82.0167,19.3000,48.4899,984.2000,14.3000,0.2936,23.9000,17.2500,9.6000,5.0642,207.0000,13.8000,0.2025,30.7000,24.2667,16.9000,4.9152,291.2000,13.6000,0.4400,17.4000,11.0750,3.8000,4.8731,132.9000,1405.9130,1316.8187,-23.0859,23.4498,14.0760,9.8863,9.1141,55.6498
esquel_aero,CHUBUT,Patagonia,SAVE,-42.9000,-71.1333,797.0000,87803.0000,6.1000,0.4168,8.8000,5.3250,2.7000,2.2194,63.9000,28.0000,0.1797,75.4000,60.2750,47.4000,10.8321,723.3000,1.5000,0.1249,4.6000,3.8667,3.1000,0.4830,46.4000,60.8000,0.5446,81.1000,39.3833,20.3000,21.4467,472.6000,13.7000,0.5734,15.4000,8.6000,1.7000,4.9315,103.2000,16.1000,0.3936,22.3000,14.5667,6.2000,5.7342,174.8000,11.0000,1.2942,8.6000,3.0000,-2.4000,3.8826,36.0000,1405.9130,1316.8187,-23.0859,23.4498,15.1112,8.8305,19.8141,66.3498
estacion_virtual_0,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-61.0000,109.0000,,3.8000,0.3035,5.4500,3.4125,1.6500,1.0355,40.9500,1.9849,0.0059,96.4338,95.3927,94.4489,0.5672,1144.7124,1.9538,0.1126,6.3569,5.1553,4.4031,0.5804,46.3976,11.7467,0.2412,19.3673,13.1031,7.6206,3.1599,157.2368,32.3203,-0.3922,-10.7765,-30.2807,-43.0968,11.8756,-363.3682,30.8746,-0.4089,-9.1450,-27.7824,-40.0196,11.3611,-333.3888,33.2364,-0.3683,-12.8451,-32.9828,-46.0815,12.1484,-395.7940,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_1,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-60.5000,108.0000,,4.1000,0.3216,5.5500,3.3292,1.4500,1.0708,39.9500,1.8385,0.0057,96.4075,95.4089,94.5690,0.5444,1144.9070,1.9538,0.1126,6.3569,5.1553,4.4031,0.5804,46.3976,11.5935,0.2421,18.9650,12.7722,7.3715,3.0922,153.2660,32.2898,-0.3928,-10.7161,-30.1828,-43.0059,11.8559,-362.1935,30.8378,-0.4097,-9.0786,-27.6682,-39.9164,11.3366,-332.0183,33.2206,-0.3687,-12.7943,-32.9050,-46.0149,12.1317,-394.8599,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_10,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-48.0000,113.0000,,2.9000,0.2553,4.5500,2.9958,1.6500,0.7647,35.9500,2.7644,0.0090,93.4075,92.4025,90.6431,0.8308,1108.8300,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,6.7375,0.1669,14.9989,11.1029,8.2614,1.8531,133.2354,24.1564,-0.3434,-11.1737,-25.5813,-35.3301,8.7841,-306.9754,22.9608,-0.3594,-9.5160,-23.3085,-32.4768,8.3769,-279.7024,24.8667,-0.3187,-13.2773,-28.1673,-38.1440,8.9766,-338.0075,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_100,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0000,-68.0000,85.0000,,4.7000,0.2065,9.8000,7.0917,5.1000,1.4641,85.1000,3.4609,0.0131,91.1137,89.6586,87.6528,1.1740,1075.9036,1.5930,0.0993,7.1084,6.0680,5.5154,0.6025,54.6116,23.0834,0.2581,39.7313,24.8135,16.6479,6.4053,297.7622,19.7210,-0.3119,-11.2358,-23.3597,-30.9568,7.2859,-280.3165,18.4122,-0.3291,-9.3009,-20.6752,-27.7131,6.8043,-248.1021,20.1370,-0.2813,-13.8419,-26.2603,-33.9789,7.3866,-315.1233,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,52.9141,99.4498
estacion_virtual_1000,San Juan,Cuyo,VIRTUAL,-31.0000,-69.0000,2058.0000,,4.1000,0.8383,4.4000,1.5792,0.3000,1.3238,18.9500,15.7303,0.1520,49.0167,40.1865,33.2864,6.1092,482.2381,1.2690,0.1308,3.2562,2.5050,1.9872,0.3276,30.0598,33.5209,0.9572,35.7031,11.2197,2.1822,10.7390,134.6365,14.9624,0.3415,23.2891,15.9994,8.3267,5.4642,191.9925,12.8748,0.1960,30.3326,24.2420,17.4578,4.7515,290.9043,14.0374,0.5628,16.1557,9.0007,2.1183,5.0653,108.0079,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_1001,San Juan,Cuyo,VIRTUAL,-31.0000,-68.5000,572.0000,,4.1000,0.8383,4.4000,1.5792,0.3000,1.3238,18.9500,15.7303,0.1520,49.0167,40.1865,33.2864,6.1092,482.2381,1.2690,0.1308,3.2562,2.5050,1.9872,0.3276,30.0598,33.5209,0.9572,35.7031,11.2197,2.1822,10.7390,134.6365,14.9624,0.3415,23.2891,15.9994,8.3267,5.4642,191.9925,12.8748,0.1960,30.3326,24.2420,17.4578,4.7515,290.9043,14.0374,0.5628,16.1557,9.0007,2.1183,5.0653,108.0079,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_1002,San Juan,Cuyo,VIRTUAL,-31.0000,-68.0000,538.0000,,5.7500,0.8765,6.1000,2.2500,0.3500,1.9721,27.0000,20.9625,0.1667,55.1614,43.6452,34.1989,7.2778,523.7418,1.4623,0.1648,3.5268,2.7603,2.0645,0.4549,33.1231,36.6199,0.9369,38.7307,12.8674,2.1108,12.0557,154.4089,17.4846,0.3319,27.6513,19.3165,10.1667,6.4110,231.7977,15.8592,0.2113,35.2067,27.7460,19.3475,5.8614,332.9521,16.5444,0.4962,20.1769,12.0898,3.6325,5.9986,145.0776,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
